wb,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
622,35.0,,,,20.0,,15.0,,,,30.0,,,,,,,,11.0,,,,,,,,13.0,,,,37.0,,51.0,,,36.0,
623,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,44.0,,,,,,27.0,,,
626,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,,,,76.0,,,,,,63.0,
627,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,
628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,,,,,,,,,,,,,,,,,,,,,182.0,,,,,,,128.0,,,,,,64.0,,,
630,,,,,,,,,,,,,,,,,,,,,,151.0,,,,,,,125.0,,,,,,181.0,,
631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,,,8.0,5.0,5.0,7.0,8.0,10.0,11.0,10.0,4.0,9.0,11.0,6.0,7.0,3.0,5.0,10.0,5.0,3.0,7.0,8.0,4.0,9.0,7.0,5.0,3.0,5.0,3.0,,3.0,,4.0,,5.0,,4.0
633,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,1.0
634,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,5.0
635,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,5.0,
636,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,30.0
637,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,2.0
638,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.0
639,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,7.0
640,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,5.0,
641,59.0,,,,66.0,,,,,,,118.0,48.0,24.0,84.0,105.0,,,,,,,,,,,89.0,,,,,,38.0,,,,
642,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,
644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,5.0,
645,,,,,,,,,,,,,,,,,,,,,,,,54.0,,,,,,23.0,,,,8.0,,,
646,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,
647,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,18.0,,,,,,18.0,
650,,,,262.0,,,191.0,,,,129.0,,,149.0,,,133.0,,,,,,,36.0,,,99.0,,,83.0,,,,,,43.0,
651,,,,44.0,,215.0,,,,,,,,70.0,,,54.0,,,,,,,,49.0,,,,,,87.0,,,,,,29.0
653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,59.0,,
655,,,,,89.0,,,127.0,,109.0,,,,,,,,109.0,,,,,,,56.0,,,,41.0,,,,,,52.0,,
656,,,12.0,,16.0,,,18.0,,22.0,,,21.0,,,9.0,,,13.0,,,15.0,,,,13.0,,,,,,,13.0,,,19.0,
657,,,,,45.0,,,,,,59.0,,60.0,,,48.0,,,,,,52.0,,,76.0,,,,33.0,,,,,,23.0,,
658,,,,,,46.0,,,,,,,,,20.0,,,,,,,18.0,,,,,21.0,,,21.0,,,,14.0,,,25.0
659,,,,480.0,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,
660,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,30.0,,,,,,,,,16.0
661,,,,,,,9.0,,,,,,,9.0,,,3.0,,,4.0,,,3.0,,,,,,,,,,,5.0,,,
662,,,,,,,,,,,,,,,,,,,,60.0,,,66.0,,,,96.0,,,96.0,,,101.0,,,,
663,,,,,,28.0,,,,,,,,,,,,,,55.0,,,,,,,43.0,,,70.0,,,24.0,,,24.0,
664,,,,,,,,,,,,,,13.0,,,10.0,,,2.0,,,,,,,,,,,,,,29.0,,,
665,,,,,,127.0,,,,,,,,,,,,,,,,,,18.0,,,,,,14.0,,,,,,102.0,
666,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,73.0,,,76.0,,,30.0,,
669,,,,,,,,,,5.0,,,,32.0,,,88.0,,,67.0,,,76.0,,,,,,30.0,,,113.0,,,19.0,,
670,,,,,,,,,,,,,,,,,,,,,,,,,,,112.0,,,,,,88.0,,,,
671,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,11.0
672,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,3.0
673,,,,204.0,,,,,,,,141.0,,,53.0,,,73.0,,,64.0,,,,,,,44.0,,,71.0,,,,,39.0,
674,,,,,,,,,,,,,,,,,,,,7.0,,,9.0,,,,,,,,,,,11.0,,,
675,,,,,,,,,,,,,,,167.0,,,,,,,,,,,,193.0,,,,,,207.0,,,,
676,,134.0,,,,,32.0,,,,,,,,55.0,,,65.0,,,63.0,,,35.0,,,,61.0,,60.0,,,43.0,,,191.0,
678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.0,,,,,,79.0
679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,16.0,
680,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,184.0,,,,,,187.0
681,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,8.0,,,,
682,34.0,,55.0,50.0,39.0,42.0,18.0,36.0,18.0,17.0,43.0,30.0,34.0,40.0,62.0,31.0,35.0,20.0,52.0,46.0,24.0,19.0,31.0,,,18.0,,15.0,,,41.0,,,10.0,,,28.0
683,,,,,,,,,,,,,,,,,,,,,,,,134.0,,,,,125.0,,,,,,,,
684,245.0,213.0,141.0,263.0,342.0,298.0,506.0,330.0,242.0,165.0,180.0,223.0,145.0,109.0,110.0,95.0,100.0,134.0,134.0,104.0,116.0,127.0,158.0,92.0,110.0,53.0,75.0,68.0,,52.0,,109.0,,63.0,,92.0,
685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,,,190.0,,,135.0,,132.0,,,,,84.0,,,,,,48.0,,,94.0,,,,63.0,,,,,,71.0,,,,,
688,,,,,,,9.0,,,,,14.0,,,8.0,,,,,,,,,,,10.0,,,,3.0,,,,,,,4.0
691,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,
692,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,19.0,,,,,,13.0
693,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,,,,,,12.0,,,
694,,,,,,,,,,,,,,,,,,,,49.0,,,,,,14.0,,,,,,204.0,,,,,
695,,,,,,,,,,,,,,,,,,38.0,,,101.0,,,12.0,,,,,101.0,10.0,,,7.0,,,100.0,
696,,,,,,,,65.0,,,,,64.0,,,98.0,,,,61.0,,,,,,,,106.0,,,,,,95.0,,,
697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,,,260.0,295.0,338.0,401.0,258.0,148.0,137.0,317.0,379.0,138.0,177.0,133.0,175.0,164.0,145.0,115.0,94.0,134.0,88.0,77.0,110.0,,,83.0,,,,,102.0,,,,,,126.0
703,,,,,,,,,,,,,,,,,,,,,,,,520.0,,,,,99.0,,,,58.0,,,,
704,,,,,,,15.0,,,,,,,,,,,,,,84.0,,,,,,,,32.0,,,,,,49.0,,
706,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,
709,,,162.0,146.0,158.0,210.0,,170.0,,,,,164.0,,,,,,141.0,,,75.0,,,,66.0,,,,,,99.0,,,,,
710,,,,,,,,,,,,,,,,,,,,7.0,,,3.0,,,,,,,,,,9.0,,,,
712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,85.0,,,,,,79.0,
714,,,10.0,8.0,11.0,9.0,7.0,10.0,8.0,4.0,7.0,9.0,8.0,12.0,10.0,14.0,8.0,7.0,5.0,4.0,7.0,7.0,6.0,6.0,10.0,12.0,10.0,7.0,,7.0,,6.0,,6.0,,7.0,
716,,,,,,,,,,,,,,,,,12.0,,,4.0,,,10.0,,,,,,,,3.0,,,,,,5.0
717,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,52.0,,,64.0,,,57.0,,
718,82.0,,,,,,189.0,,,,,,,,,,10.0,,,,,,,,,,,,,35.0,,,,,,,4.0
719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,25.0,,,,
722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,,,,,,,,64.0,94.0,,156.0,51.0,60.0,,86.0,,,,,,,,,168.0,,,,,176.0,,,,,,,,
724,,,,,,,,,,,65.0,,,,,,79.0,62.0,38.0,29.0,,,,,20.0,,,,,,14.0,,,,,,22.0
725,,,124.0,,,204.0,,154.0,,,,,156.0,,,,,,105.0,,,,,,,95.0,,,,,,144.0,,,,,
726,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,62.0,,,,,,95.0,,
727,,,,,,,,,,,,,,,,,,,,,,,,86.0,,,,,97.0,,,,,,,107.0,
728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
729,,,250.0,,,254.0,,238.0,,,,,190.0,,,,,,156.0,,,,,,,112.0,,,,,,,,,,,
730,,,48.0,62.0,45.0,41.0,38.0,43.0,31.0,33.0,29.0,27.0,25.0,26.0,25.0,37.0,,,,29.0,,,12.0,,,,26.0,,,,,,8.0,,,17.0,
731,,,,,,,,,,,,,,,,,,,71.0,,,,,,27.0,,,73.0,,,40.0,,,10.0,,,
732,,,,,,,,,,,,,,,,,,,,173.0,,,264.0,,,,,107.0,,,,,,57.0,,,
736,,,,,,,,,,,,,,,,108.0,,,,,,,,,35.0,,,,12.0,,,,,,5.0,,
739,136.0,109.0,76.0,94.0,165.0,103.0,68.0,73.0,130.0,61.0,77.0,78.0,101.0,68.0,91.0,92.0,48.0,62.0,65.0,,,57.0,26.0,57.0,,50.0,,,,,,70.0,,,,,
740,31.0,31.0,40.0,31.0,,37.0,34.0,41.0,25.0,14.0,23.0,13.0,16.0,19.0,35.0,27.0,28.0,,16.0,,,27.0,,,,,19.0,,,,,,19.0,,,,
741,47.0,88.0,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,55.0,,,,,,49.0,
742,,,,,,,,,,,,,,,,,,,,30.0,,,42.0,,,,,,,67.0,,,,98.0,,,89.0
744,,24.0,,,,,,,,,,,,19.0,,,59.0,,,112.0,,,43.0,,,100.0,,,51.0,,,,,,179.0,,
745,,,,,,,,,,,,,,,,,94.0,,,98.0,,,,,,,,,,,,,,66.0,,,
746,,,,9.0,12.0,27.0,13.0,8.0,5.0,,9.0,9.0,4.0,11.0,9.0,2.0,8.0,23.0,12.0,3.0,,22.0,,,,,16.0,,,,,,,3.0,,,7.0
748,,,28.0,,,,,,,,44.0,,,,,,,36.0,,,78.0,,,23.0,,,,32.0,,66.0,,,,,,56.0,
749,,,,,,,,250.0,259.0,146.0,308.0,124.0,88.0,150.0,107.0,,,52.0,50.0,36.0,112.0,,,,,68.0,,,,,,7.0,,,10.0,,31.0
751,6.0,,,5.0,,,,,,,12.0,5.0,,,10.0,,,,,,,,,,,,5.0,,,,,,5.0,,,,
752,5.0,8.0,,,,,,40.0,,,,,39.0,,,45.0,,,27.0,,,7.0,,,26.0,,,32.0,,,47.0,,,,,,11.0
754,5.0,8.0,32.0,26.0,47.0,43.0,37.0,66.0,39.0,12.0,63.0,20.0,46.0,13.0,10.0,27.0,26.0,10.0,12.0,27.0,5.0,5.0,6.0,12.0,21.0,15.0,9.0,17.0,20.0,,11.0,,17.0,,13.0,,8.0
756,,,,,,,,18.0,11.0,6.0,,10.0,10.0,,,10.0,,,7.0,,,7.0,,,6.0,,,,,,7.0,,,,,,3.0
757,84.0,,,,50.0,,,,,,,28.0,,,58.0,,,33.0,,,22.0,,,36.0,,,,,26.0,56.0,,,,36.0,,88.0,
758,,,84.0,,,,,,,,,,,68.0,,,90.0,,,,,75.0,,,54.0,,,,,,33.0,,,144.0,,,83.0
760,,,,,,,,,,,,,,,,,,,,8.0,,,,,,12.0,,,,,,,,,,,6.0
761,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,6.0
762,,,,,,,,,,,,,,151.0,,,,,,,,,,,,,,,,,,130.0,,,,,
763,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,53.0
766,83.0,117.0,,,,,,,,80.0,108.0,,,117.0,100.0,80.0,63.0,,65.0,,,126.0,,,,54.0,,,,,,107.0,,,,,
767,,,,,,,,,,,,,,,,,,,,,,76.0,,,,,54.0,,,,,,52.0,,,,41.0
774,,,,,,,,97.0,89.0,120.0,241.0,98.0,171.0,80.0,132.0,93.0,55.0,4.0,6.0,12.0,,,16.0,,,,,14.0,,,,,,,2.0,,
775,,,,,,,,72.0,73.0,89.0,143.0,74.0,129.0,46.0,,71.0,54.0,56.0,,25.0,28.0,33.0,,,54.0,,,,,,,,,,,,20.0
776,,,,,,,,96.0,50.0,44.0,44.0,105.0,151.0,93.0,45.0,13.0,9.0,27.0,10.0,21.0,,19.0,,,53.0,,,,,,,,29.0,,,23.0,
777,,,70.0,34.0,,,,,24.0,,,,33.0,,,50.0,,,,,,,111.0,,,,,79.0,,,,56.0,,7.0,,,22.0
779,,,,,,,,,,95.0,,,,,,,,,,,,,34.0,,,,,,,,,,58.0,,,,
780,,,,,,,,33.0,28.0,58.0,142.0,42.0,73.0,46.0,139.0,80.0,16.0,2.0,3.0,7.0,,,6.0,,,,,,108.0,,,,,14.0,,,6.0
781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,,,,,,,,,,,,,,173.0,,,,195.0,,,,,,,,,,,,,,271.0,,,,,
783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,,,,,,105.0,,13.0,,
786,56.0,44.0,,,71.0,34.0,46.0,,,,,,,,,96.0,,,,,125.0,,,,,26.0,,,,,,43.0,,,,,
788,,,,41.0,106.0,184.0,197.0,249.0,294.0,98.0,189.0,94.0,94.0,146.0,137.0,103.0,103.0,89.0,225.0,204.0,118.0,97.0,,,,99.0,,,,,,5.0,,,57.0,,17.0
789,67.0,76.0,,,97.0,,,,,,,,,,51.0,92.0,58.0,50.0,66.0,45.0,,,,,159.0,,,,90.0,,,,,,124.0,,
791,,,,,,,,,,,,,,,,,,13.0,,,14.0,,,6.0,,,,,,8.0,,,,,,104.0,
792,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,18.0,,,,,,
793,,164.0,121.0,92.0,105.0,162.0,114.0,163.0,84.0,72.0,59.0,78.0,100.0,83.0,44.0,62.0,33.0,19.0,10.0,,25.0,,,,,,,10.0,,,,,,,15.0,,
794,,80.0,,,,197.0,,,43.0,122.0,114.0,92.0,60.0,87.0,89.0,,125.0,,,40.0,,,,,129.0,,169.0,,,,125.0,,,,,,77.0
796,,,,,,,,,,,,,13.0,,,60.0,,95.0,,,5.0,,,,,37.0,,,,,,81.0,,,,,
799,,,,,,,,,,,,,,,,,,,25.0,,,13.0,,,,,,,,,,,6.0,,,,
801,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,7.0,,,5.0,,,,,,
805,140.0,110.0,,,,,,,,,,66.0,100.0,,,,,,,,,44.0,,,,,,,26.0,,,132.0,,,45.0,,
808,,,,,,,,,,,,,23.0,,,,,,,,,,,23.0,,,,,,83.0,,,,,,44.0,
809,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,14.0,,,,,,4.0,
810,,,6.0,,,,,,,,10.0,,,,,,,39.0,,,19.0,,,,15.0,,,8.0,,,14.0,,,,,,15.0
811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,,5.0,,,5.0,,,,,,,2.0,,,,,3.0,,,3.0,,9.0,,,,,,,,2.0,,,,,,,
813,,,,87.0,,,,136.0,84.0,,,,63.0,,,58.0,96.0,72.0,,,42.0,,,21.0,,,50.0,,,41.0,,,,77.0,,44.0,
814,,,,,,,,,,,,,,,34.0,,,,,,,,,,14.0,,,,,,22.0,,,,,,
815,,,44.0,,,,,,,,7.0,,,,,,,,,,14.0,,,,,,,,,,24.0,,,,,,31.0
816,,,8.0,,,,,,,,10.0,,,,,,,41.0,,,43.0,,,,,,,6.0,,,,,,,36.0,,
818,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,6.0,,,,,,9.0
821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,,,,,,,,,,,,,,,14.0,,,,,,,,,,49.0,,,,8.0,,,44.0,,,57.0,,
825,,,4.0,,,,,,,,6.0,,,,,,,26.0,,,17.0,,,,16.0,,,,,,,,,,,,
827,,,,,,,,,,13.0,,,23.0,,,59.0,,47.0,,,8.0,,,,,,8.0,,,11.0,,,23.0,,,,
830,,,,,,,,,,,,76.0,,,47.0,,,81.0,,,30.0,,,56.0,,,27.0,,,40.0,,,32.0,,,25.0,
832,,,,79.0,8.0,,,,,28.0,,,,79.0,,,,,,,23.0,,,,,20.0,,,,,,14.0,,,,,45.0
834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,,,,,,,,,,,,19.0,,,16.0,,,,27.0,,,,15.0,,,,27.0,,,,25.0,,24.0,,,29.0,
838,,,,,,,,,,,52.0,21.0,,,21.0,,,,,,15.0,,,,,,43.0,,,39.0,,,24.0,,,29.0,
841,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,,,,,,72.0,,,,
842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,27.0
843,,,,,,,,,,,,,,,,,,84.0,,,40.0,,,,,,,65.0,,,,,,,,,
844,,,,,,,,,,,,,78.0,,,,,,,,,,,,,,,,,,51.0,,,,,,
845,,,,,,,,,,,,,9.0,,,19.0,,,,,,,,,,,,,,27.0,,,4.0,,,,10.0
846,,,,,,,,,,,,111.0,,,,,,,191.0,,,,,,,90.0,,,88.0,,,,,,72.0,,
847,,,,,,,,56.0,,,,,28.0,,,43.0,,,,,,,19.0,,,,,60.0,,,97.0,,,46.0,,,41.0
848,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,,,,89.0,,,
849,,,,,,,,,,,58.0,,48.0,,,55.0,,,39.0,,,,19.0,,,,68.0,,,,80.0,,58.0,,,,
850,,,,,,,,59.0,,,,,25.0,,,61.0,,,19.0,,,,12.0,,,,,58.0,,,,,,6.0,,,
851,,,,,,,,,,,,,48.0,,,81.0,,,52.0,,,,20.0,,,79.0,,,75.0,,,125.0,,,48.0,,
852,150.0,98.0,96.0,85.0,102.0,55.0,56.0,81.0,40.0,10.0,,40.0,47.0,6.0,34.0,43.0,10.0,23.0,,,6.0,,,,8.0,,,,,,7.0,,,6.0,,,3.0
854,,,,104.0,92.0,,,,,,117.0,,,89.0,,,,,59.0,,,,31.0,,,,,,34.0,,,91.0,,,83.0,,
856,,,,,,,,,,,,,,15.0,,,9.0,,,,,,,,8.0,,,,,,6.0,,,,,,4.0
858,,,,,,,,,,,96.0,,,72.0,,,90.0,,,,,,,,,82.0,,,,84.0,,,,,,160.0,
861,,,,,,,,,,,,,,115.0,,,86.0,,,,24.0,,,,,,,,,,94.0,,,,,,61.0
862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,12.0
863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,64.0,,,40.0,,
864,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,157.0,,,,,,,85.0
867,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,97.0,,,,,,144.0,,,,
868,72.0,61.0,115.0,68.0,70.0,108.0,156.0,70.0,59.0,70.0,102.0,98.0,12.0,25.0,31.0,21.0,45.0,58.0,35.0,26.0,17.0,,,24.0,,,9.0,,,17.0,,,12.0,,,16.0,
869,,,,,,,,,,,,,,146.0,,,175.0,,97.0,,,76.0,,,,,121.0,,,,,,96.0,,,,
870,20.0,19.0,34.0,32.0,27.0,,27.0,28.0,,,,,,,,,15.0,,11.0,,,18.0,,,,,,41.0,,,,,,24.0,,,
871,,,,,,,,,,,115.0,,33.0,108.0,32.0,118.0,30.0,58.0,,,60.0,,,,,,,30.0,,,,,,34.0,,,34.0
872,,,,,,,,,,,,,,,,81.0,,,,62.0,,,41.0,,,65.0,,,27.0,,,,,,307.0,,
873,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,,,,24.0,,,,,,75.0,
874,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,75.0,,,,,,,83.0
875,75.0,,,,,,,,,,,,,,,,109.0,,,,46.0,,,,10.0,,,,,43.0,,,,14.0,,,9.0
876,,,,,,,,,,,,,,,,,,,,,,,,,,,139.0,,,,,,207.0,,,,
878,,,,,,,,,58.0,,,86.0,,,72.0,,,,,,29.0,,,,50.0,,,50.0,,,47.0,,,36.0,,,
882,,,,,,,,,,,,,112.0,,,60.0,,,38.0,,,47.0,,,69.0,,,,,,111.0,,,,,,216.0
883,9.0,28.0,19.0,21.0,25.0,10.0,12.0,14.0,26.0,9.0,16.0,12.0,11.0,10.0,22.0,13.0,8.0,8.0,,,6.0,,,17.0,,,,6.0,,7.0,,,,,,7.0,
884,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,,,,,139.0,,,87.0,,
885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,35.0,,
887,,,,,,,,,,,30.0,,,116.0,,,88.0,,,,,,,,55.0,,,,,95.0,,,,,,,
888,,,,,,,,,,,,,,,,57.0,,,30.0,,,21.0,,,,,,26.0,,,,43.0,,,,,
889,,54.0,,,,,,,13.0,,,44.0,,,21.0,,,,,,,,,,,18.0,,,,,17.0,,,14.0,,,10.0
890,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,38.0,,,,,,73.0,,
893,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,130.0,,,,,,28.0,,
894,,,,,,,,,,,,,,,,,,,,,,,314.0,,,,,,15.0,,,,,,61.0,,
895,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,3.0,,,,,,,3.0
897,,,,,,,,,,,,,,,,,,,,,,,,312.0,,,,,,178.0,,,,,,,
898,,,,,,,,,,,,,,91.0,,,,,,,,,,33.0,,,,,,153.0,,,,12.0,,,
899,,,,74.0,124.0,,,,,,,58.0,,,,,,,,111.0,,,41.0,,,117.0,,,,,,266.0,,,,,
903,,,,,,,,,,,,,114.0,,,,,50.0,,,,,,,,,,,90.0,,,,,,87.0,,
904,,,,,,,,,,53.0,,,12.0,,,48.0,,,,,,,,,,,27.0,,,38.0,,,19.0,,,15.0,
907,,,,,,,,,46.0,,,59.0,,,53.0,,,,43.0,,,,16.0,,,33.0,,,72.0,,,16.0,,,11.0,,24.0
908,,,35.0,33.0,55.0,41.0,40.0,32.0,117.0,107.0,100.0,73.0,151.0,137.0,58.0,122.0,36.0,33.0,,,41.0,,,89.0,,,30.0,,,21.0,,,23.0,,,84.0,
909,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,,,,,132.0,,,
910,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,79.0,,,,,,10.0,,,
912,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,22.0,,,35.0,,,39.0,,,
913,,131.0,170.0,138.0,134.0,95.0,97.0,70.0,78.0,97.0,98.0,60.0,43.0,80.0,70.0,52.0,69.0,66.0,50.0,86.0,49.0,49.0,23.0,31.0,50.0,39.0,60.0,39.0,40.0,,72.0,,20.0,,24.0,,12.0
914,59.0,57.0,78.0,37.0,42.0,,60.0,29.0,,,,,27.0,,,,24.0,,24.0,,,22.0,,,,38.0,,,,,,29.0,,,,,
915,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,5.0,,,,,,,,
919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,,,,,,,
922,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,,,,,213.0,,,,,
924,,,,57.0,44.0,,,,,37.0,,,22.0,,,,,,,,,23.0,,,,,,33.0,,,,19.0,,,25.0,,
925,,,,,,,,,,,,,69.0,,,,,,,,,23.0,,,,,,,,,23.0,,,,,,28.0
926,,,,,,,,,,,201.0,,,137.0,,,,,,,,,,,190.0,,,,,,178.0,,,,,,574.0
927,,,,,,,,,,,,111.0,,,,232.0,,,,141.0,,,50.0,,198.0,,,,83.0,,140.0,,,,,,77.0
928,,,,,,,,,,,,,,,,,,,,,,54.0,,,,48.0,,,,54.0,,,,,,141.0,
930,,,,69.0,49.0,,,,,,56.0,,,,,,,,,,,34.0,,,,,,,,,74.0,,,,,,46.0
932,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,
933,,,,,,,,,,,,65.0,,62.0,,,,,60.0,,,42.0,,,,,39.0,,,,,93.0,,102.0,,,
934,,,,,,,,,,,,3.0,,,,,,1.0,,,3.0,,,,,,,,3.0,,,,,3.0,,,
938,,,,,,,,,,,,,89.0,,,81.0,,,,,,,,58.0,,,,,,119.0,,,,,,137.0,
940,,,,,,,,,,,,,,4.0,,,,,,,,,,,6.0,,,,4.0,,,,,6.0,,,
941,343.0,,,,,,,,,,,219.0,,,,,,,,480.0,,,392.0,,,,509.0,,,,,,52.0,,,,
942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,
946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769.0,,,,,,583.0,
950,,,15.0,,,,,,,,,,4.0,,,,,,3.0,,,4.0,,,,,,,,,,,,,4.0,,
952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,
959,,29.0,76.0,,,,,,,,,,,,,,,,,,,113.0,,,,,,,,,,,119.0,,,,
960,,70.0,68.0,98.0,,,,,24.0,,,,,39.0,,,,36.0,33.0,35.0,,,,,49.0,,,27.0,,,46.0,,,57.0,,,
962,,,,,,,,,,,,,,,,,,,,,,,,,77.0,,,,,,126.0,,,,,,105.0
963,,,104.0,,,92.0,,,,,,71.0,,,,,,,46.0,,,22.0,,,25.0,,,,33.0,,39.0,,,25.0,,,39.0
965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,6.0
968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,
970,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,2.0,,,,,,4.0,,,,,,2.0,
971,,,,,,,,27.0,,,,,,,,,,,,,,,,,30.0,,,,,18.0,,,9.0,,,,
972,,,,,,,,,,,,,,,,,,21.0,,,52.0,,,,,36.0,,,,,,21.0,,,22.0,,27.0
973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,
