wb,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
49,0.6883542743693063,0.9556382467272271,0.9527434429411331,0.9229983772104664,1.1374742898035568,1.1069247815697978,0.7961715701467365,0.81903357876676,0.8129548397652414,0.7041517485755721,0.6765987031157928,0.8743696738603273,0.783133806064886,0.9333514837926575,0.9545480320890342,0.9444692026704834,0.9590782667917178,1.0124365566371174,0.943127892357907,0.9563832650017998,1.2245646481138888,1.1666509150062212,0.9934336387768882,1.0053345067749835,0.995211123095238,0.7952111230952379,0.8,1.0,1.0,1.096814339924248,1.096814339924248,1.1633863307084393,0.9633863307084394,0.9117419621495406,0.8149276222252926,0.7686595277816157,0.5805927190685021
56,0.75104172621689,0.6951206897663718,0.7379628764407589,0.6288902876037705,0.7941084251112358,0.7598102826421951,0.7501242478541038,0.7664547378129086,0.9335133366960429,0.9109295359453494,0.9966093328010815,1.1727652039345942,1.2015244944819536,1.2152384902094728,1.3349997999151662,1.3646922171204974,1.3370913864714475,1.2991450775542024,1.3692196643519001,1.3123233779527155,1.360558859074968,1.4281277854678662,1.5054938478464823,1.579169733232685,1.6060398957590956,1.5494785042408068,1.6424087386580428,1.5925174661775796,1.5003992323673963,1.4950666410237223,1.4675568880461873,1.2346754589713864,1.2731040624245444,1.248989055914207,1.2093950415779542,1.1949397229853946,1.306655874789412
57,0.75104172621689,0.6951206897663718,0.7379628764407589,0.6288902876037705,0.7941084251112358,0.7598102826421951,0.7501242478541038,0.7664547378129086,0.9335133366960429,0.9109295359453494,0.9966093328010815,1.1727652039345942,1.2015244944819536,1.2152384902094728,1.3349997999151662,1.3646922171204974,1.3370913864714475,1.2991450775542024,1.3692196643519001,1.3123233779527155,1.360558859074968,1.4281277854678662,1.5054938478464823,1.579169733232685,1.6060398957590956,1.5494785042408068,1.6424087386580428,1.5925174661775796,1.5003992323673963,1.4950666410237223,1.4675568880461873,1.2346754589713864,1.2731040624245444,1.248989055914207,1.2093950415779542,1.1949397229853946,1.306655874789412
59,0.13479156939943673,0.35109367704957756,0.28087494163966203,0.4808749416396621,0.5086796056466325,0.6560348862625626,0.46729459836823883,0.5488216084639453,0.48845329231353907,0.7797736866669065,0.6324184060509765,0.6211586939453002,0.7034653809054249,0.7484554351129111,0.41012459740706386,0.42641221164685456,0.5990601060532956,0.6352264089974644,0.4853941085302907,0.630650940321376,0.8523946754530061,0.7781164730661512,0.6849323338529933,0.850142896263087,0.9051248475761579,0.914647344681146,0.9979977368091163,1.091181876022274,0.891181876022274,0.8292739306239651,0.6635358351365397,0.6818157509889833,0.6818157509889833,0.7503652510321613,0.7304830143939092,0.8108340792561572,0.747778772341543
62,0.5189506210813544,0.6392129658110157,0.7516313757882861,0.8840314760563492,1.1023675970706972,1.0750342337862056,1.0827871742542765,1.1477142292522038,1.1068173797906575,1.1334556558506759,1.220741266500579,1.2129883260325083,1.0865092326056582,1.2369936645148987,1.2200434076544204,1.275937804826233,1.361272093463676,1.3579181635609856,1.4046590508039274,1.364371921982238,1.444987824775782,1.4686382186546894,1.6166494812139718,1.6180743733221816,1.792611844583098,1.8176212705723607,1.9007856402158243,1.7774193428486815,1.8435183461617286,1.8171584781490773,1.8290247285259114,1.836875676366097,2.0368756763660967,1.8901514742573036,1.776156188615952,1.6741006403123189,1.5654675204164252
68,1.209027232795942,1.6567704245969566,1.9254163396775652,2.525416339677565,2.8,3.0,3.0,3.0,3.0,3.0392840097218343,3.0287524397290597,3.046042684424475,3.089850052317895,3.2383852098137558,3.2461548818195167,3.2566864518122918,3.4393962071168764,3.504490889547288,2.9923828895804068,3.0527479272089373,3.074322900630432,2.816789566638098,2.707887516314267,3.071460358785287,2.9640416394291607,3.142466666007666,3.2,3.2,3.2,3.2331417854091065,3.0331417854091063,3.242991733245611,3.242991733245611,3.06936742503751,3.036225639628403,3.045282049535504,2.710626152986498
72,1.1718951279874967,1.4027773078319048,1.460177516335617,1.4417967670287128,1.7222141394171504,1.5237247138236023,1.4243207513975726,1.5193549155618045,1.6178406505851406,1.6259236730937778,1.9438926235226723,2.224211816475676,2.1667945858280904,2.402103833982081,2.4402753804060273,2.4496751258643994,2.3165128754940993,2.334753802916867,2.063282388120399,2.1231193503186967,2.2035360744088033,2.250065621601382,2.3534435245333194,2.6911199561524604,2.707778192287107,2.857355138749292,2.9066295067219117,2.8094380727804684,2.8094380727804684,2.69491967408065,2.5359941013680434,2.5733524365731446,2.5733524365731446,2.5733524365731446,2.6041112052679467,2.5384484608685023,2.38459794782467
74,1.2344016240621412,1.675801218046606,1.5406409744372849,1.1859965015640217,1.4,1.4,1.0,1.0,1.2,1.0087929681079122,0.8087929681079125,0.848999761749363,0.6882397398444607,0.7635032541867788,0.6480341160016624,0.6911145689417579,0.7639011091192323,0.8224773146755581,0.7472138003332401,0.8612073962918053,1.2019981526103236,1.0378453581189575,0.952432495593181,1.074583273798447,1.1709651730746864,0.9870939638160726,1.0027765108180007,1.0364742405814675,0.9143234623762012,0.8106241372186009,0.8106241372186009,0.6380921574831047,0.5919911065939908,0.5919911065939908,0.5211200022806807,0.40140000285085087,0.5485481594778165
80,0.7675199572684503,0.8580625424858868,0.8864500339887094,1.0025859998601196,1.036539768190155,1.0150309633603205,1.0616281561493561,1.055187036226526,1.0869117254997358,1.0529579571697005,1.0148772172109168,0.9200573400613049,0.9264984599841352,0.9163654910448906,0.9646503712349108,0.9203042158206131,0.9425888405535501,1.0286289819746774,1.0354288565418195,0.980079957388656,1.0509464909884956,1.0365328337969717,0.9504926923758446,0.938525735684529,0.9455897546476724,0.9855863428084761,1.0,1.0,1.0,0.9638666820506403,0.9638666820506405,0.9638666820506405,0.9752216752169346,0.9752216752169346,1.023080478607993,1.0288505982599914,1.0384674643466554
82,0.43722898864963256,0.7264285453868062,0.7204933373287108,0.8444293505229581,0.9651480370089086,0.9857181896307878,0.8527665354440057,0.9237888200716089,0.8272672879227212,0.8331405285490531,0.7249387256543727,0.7966313696794515,0.7288478750789247,0.8080918413335159,0.8550199608579228,0.9357433389050505,0.9515610770929882,1.0123153720990934,0.921402541832185,0.8646653919263239,1.069917136240654,0.992471615516498,0.9186430555092644,1.2258174213687043,1.2585547286878902,1.1725796063264322,1.1236939716513734,1.1176576962739868,0.9186737265757519,0.8705117664145119,0.6705117664145119,0.6613453149546892,0.5378665642868619,0.34150787775816527,0.34150787775816527,0.4268848471977066,0.33940218911883885
83,0.5928079204046736,0.9446059403035052,0.9556847522428041,0.8,1.2,1.2,1.0,1.4,1.4,1.0,0.8,1.0,0.23499331150975059,0.4634963343927482,0.762382670023005,0.8703248403042769,0.6636779820256079,0.8286846705158574,0.8001816476328596,0.6117796080628605,0.810216649306159,0.8236202135335515,0.8236202135335515,0.6236202135335516,0.7131359174732941,0.8067567059487235,0.6,0.6,1.0561025673131113,1.0561025673131113,0.8561025673131113,1.0561025673131113,1.0792517911607038,0.8989175148500234,0.6989175148500234,0.6236468935625292,0.4981958580833723
84,0.7865170228802981,0.8741505143229682,1.0993204114583746,0.8993204114583746,1.0972368547274403,0.8793721194853363,0.8156315415500007,0.6604445004267055,0.7172250430285028,0.6430458185457135,0.8959706286199017,0.9364485892969674,0.8418008650450608,0.9850203224432634,0.9850541266192453,1.0517231368121158,1.04757555634019,1.0974103217153919,1.1597804100737545,1.1848033637328768,1.2287215947054089,1.2722775330035443,1.3606574493689334,1.4982873610105707,1.608596480356016,1.4672679276680918,1.5640856172390205,1.4757057008736312,1.3639803308790053,1.2286482578744382,1.4286482578744382,1.288274630005374,1.2674389091852074,1.2691125276174715,1.2691125276174715,1.0863906595218393,1.1151875460291192
85,1.3031363168628156,1.4773522376471115,1.5818817901176891,1.1818817901176892,1.4,1.4,1.2,1.4,1.8,1.8,2.0,2.2,1.8,1.8,1.6,1.4161834036144987,1.2161834036144987,1.0161834036144988,0.6324107534943225,0.8101683136664386,1.0956859888556028,1.1315127532933658,1.331512753293366,1.7674321365389012,1.7896745763667852,1.8200376439996457,1.7842108795618823,1.6972051404696582,1.6450584073442993,1.4450584073442994,1.3193836752291965,1.3193836752291965,1.5696614891688352,1.6420922309189407,1.8420922309189407,1.7946285207469002,2.0595046943292004
86,0.6666666666666666,0.75,0.8,0.8,0.7552553919922833,0.5820017988870133,0.6719044040206796,0.7232430442637704,1.0133788750382904,1.1247485128796888,1.2567538755160084,1.1810755970461924,0.9873972743377128,0.8890300501646496,0.7806512320247692,0.7055833830861297,0.7230398148338042,0.8172789799670633,0.6255103733656069,0.6590316127306248,0.7579708897967968,0.6713245761337712,0.7243243876692812,0.9698715510211734,1.018223033784027,1.0001157904571658,1.0689337607306368,0.908013247151716,0.8624660837998241,0.8223471499781514,0.8578311956464304,0.8439787806244599,0.9670640477141641,0.9743232582354426,0.9743232582354426,0.9679040727943033,0.9572054303924045
87,0.8527219880839968,0.8895414910629976,0.9116331928503982,0.711633192850398,0.8,0.6,0.6,0.4,0.4,0.4,0.6,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.2720371305521923,1.2051004344121337,1.2336633189161135,1.2552145337123304,1.2552145337123304,0.9831774031601384,1.050114099300197,1.0215512147962174,1.0,1.0,1.1585534759238663,1.1585534759238663,1.1585534759238663,1.1585534759238663,1.1026911807369166,1.0031103403470012,0.8031103403470012,0.7538879254337516,0.6718505672450021
89,0.5008803684166675,0.7916301441866255,0.8333041153493003,0.8507149682223287,0.974377303078659,1.0014024339271026,0.8185810301171224,0.8204119454763614,0.8194725764891693,0.8736213210552656,0.911451015788759,0.9724249806151647,0.9705940652559255,1.112078803633361,1.029139937969083,1.0126883308239363,1.0528496129505152,1.0642926213252621,1.0070260701605886,1.0767030633114267,1.2251392371771292,1.1869177919254699,1.1782721568943593,1.3609214995149173,1.372443370964461,1.3664952820732332,1.434077980116553,1.3634407726850555,1.1861411032881075,1.1147585666675783,1.0126111561461038,0.9321601659121386,1.0161816997060267,1.0161816997060267,1.0101487696471099,1.0126859620588873,1.0169146160785163
90,1.0,1.0,0.8,0.8,0.8,0.8,0.8,1.0,1.2,1.2,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1.0,1.0505001271262933,1.0505001271262933,1.0505001271262933,1.0505001271262933,1.2505001271262932,1.2,1.2,1.225854566691551,1.225854566691551,1.025854566691551,0.8732223110365098,1.0732223110365098,1.166117451598766,1.366117451598766,1.4576468144984576,1.8645828454230122
92,1.0,1.0,1.0,1.0,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,1.2,1.6,1.8,1.8,1.6,1.6,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
93,1.3333333333333333,2.0,1.8,2.1233835567640638,2.5233835567640637,2.7233835567640634,2.3233835567640635,2.3233835567640635,2.0,1.8,1.8,2.0,2.4,3.0,3.2,3.0,3.0,3.0,2.8,2.8,3.0,2.946590077542747,2.495815954860349,2.286981227229181,2.0161969760571905,2.278397699344373,2.457652782264838,2.9084269049472367,3.117261632578405,3.1880458837503953,2.797918654625385,2.872073494162172,2.672073494162172,2.620831305606979,2.675081753143583,2.753760323726764,2.3383470983023518
95,0.6473406800514026,0.7209113438090617,0.7714142638721915,0.7401347853093632,0.8061539536429143,0.7900682687986409,0.7538278659043696,0.7851314727359355,0.8968306113299007,0.937191539443939,0.9362053395389165,1.0255530884129147,0.9958256331698893,1.0202061583355972,1.0538983450407309,1.0745247595802776,1.0768721208185665,1.0721422118235808,1.1553379049158625,1.1119462077255187,1.2275312464151606,1.229904353629828,1.2958382846124783,1.4154996186544933,1.4731231679237198,1.4462101212534806,1.5031517239919296,1.3547914157092664,1.2116061795838913,1.234135717644253,1.2608032313582238,1.1907843057582843,1.3302700003499095,1.2484742808013312,1.2293560534274774,1.1636648737078414,1.1630945672977882
96,0.7670018471966632,0.8695440131855823,0.9197747504135105,0.9345784434968429,1.0206684306174192,0.9806953266784333,0.972117510553294,1.01952338986966,1.1461864898131655,1.1759501166715947,1.1717662675376357,1.2158060194123042,1.1585544663984284,1.1483798335369673,1.2009560459126984,1.2221879047198752,1.2348256203840773,1.2714285244227623,1.3204682694214882,1.2706498626786633,1.3912817030046338,1.400205856335032,1.410836428486571,1.6256755872781454,1.716410837152846,1.6946373174890947,1.767995429783987,1.6840432569061057,1.490678439002212,1.489936682441324,1.548301603503916,1.4490511888931754,1.5506472263859268,1.453602690569092,1.4243515442653125,1.326142015203442,1.3239133458400072
101,0.0,0.0,0.0,-0.08708932423820288,-0.08708932423820288,-0.08708932423820288,-0.08708932423820288,-0.08708932423820288,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.21567703552190834,0.28410873957863675,0.38600121239520385,0.5711313890317979,0.41021443013933306,0.5597440850815516,0.5691474569341134,0.48595030079642,0.6046684862960501,0.7422113886450253,0.4732467431250377,0.6120234217081866,0.5933281050293127,0.2894797428930886,0.3128537994365782,0.481246199621873,0.2646344451294342,0.2646344451294342,0.19625797741908432,0.057180007342680784,-0.009318047233441762,-0.012424062977922349
102,0.06808558553761984,0.05106418915321488,0.04085135132257191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,0.6,0.4,0.4940977428452952,0.5956803350507714,0.39568033505077144,0.39568033505077144,0.5956803350507714,0.5015825922054763,0.4,0.4,0.13831859695185128,0.13273710661505475,0.13273710661505475,0.13273710661505475,0.13273710661505475,0.16595560705849116,0.045177504129082634,0.056471880161353294,0.07529584021513773
103,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.3734816078298346,0.17910425048672324,0.2152735695603231,0.34011310652517546,0.46939993908211414,0.43761854178415793,0.5116437919914599,0.6536656977757023,0.8403967428184561,0.7111099102615175,0.7694096997296389,0.6897618068654483,0.7252575364279353,0.4136869544203293,0.5544538610511554,0.5544538610511552,0.6102359299471976,0.49568621940858537,0.6609149592114472
104,0.7171392483553302,0.881772328512207,0.9301100895625218,1.030678116494657,1.2180459222818285,1.1446173286801817,1.1243331260111014,1.178547275236459,1.1566795487283996,1.156166892285973,1.2398381177285178,1.2740211085563549,1.2149538230396129,1.3270927687604173,1.342305926022703,1.3863768387191155,1.4004991048561675,1.447064952630647,1.3430337266023844,1.3352859171657268,1.4338028235674467,1.4457475739942,1.4536298296596786,1.6555498479419803,1.729482660784567,1.7669459621156935,1.8153389353505076,1.8232138805125828,1.771075312183782,1.6858547603438463,1.6147879953746334,1.5804301193702959,1.5648589394867363,1.4898649748114052,1.468532448473512,1.4184223002478769,1.3426710407478268
105,0.3333333333333333,0.5,0.6,0.8,0.8,0.8,1.0,1.0,1.0,1.2,1.4,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.146397487988898,0.9445800107118167,1.0336466961338517,1.0352016736706509,1.0352016736706509,1.0888041856817527,1.290621662958834,1.401554977536799,1.4,1.4,1.46029578721097,1.509351034983272,1.309351034983272,1.309351034983272,1.309351034983272,1.1290833732442787,0.9270240041671467,0.9087800052089334,0.8783733402785779
106,0.2259880581390871,0.36994545481302665,0.4351295055770237,0.4032002992811445,0.5107295578684952,0.5817574063202641,0.3680772769482179,0.29802153838370404,0.2368947602017773,0.15002984716108356,0.022313068703765492,0.15067161970435122,0.12301085573208896,0.2700704567307378,0.2772775398320474,0.3090741458250705,0.38526167198388256,0.4296989959559376,0.5268759782600873,0.5028938035537308,0.6396550612963626,0.5399252242940987,0.45403126113221753,0.2540312611322174,0.20465282293548964,0.051499639752056695,0.0,0.0,0.0,0.11212804796497126,0.11212804796497126,0.14313487541556238,0.14313487541556238,0.12792016699533354,0.015792119030362272,0.01974014878795284,-0.025357847367048065
107,1.720867260784999,2.043729938462192,2.0349839507697536,2.025986232595984,1.8931313541601884,1.602463594298754,1.4,1.4,1.6,2.0,2.0,2.0,2.2,2.4,2.0,2.0,2.2,2.2,1.9276213527293045,2.19006486094515,2.3420981969067958,2.154405760293879,1.8094412038645977,2.0849482126899206,2.0180120397966634,2.0594389397266943,2.0182598249136663,2.2091101206875434,2.0059817591329163,2.010474423810328,1.817014187918651,1.845885739344596,1.7791668705278858,1.7791668705278858,1.8840670851474588,2.1050838564343235,2.140111808579098
