wb,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
4573,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,
4574,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,6.0,,,,,,,,,,
4576,7.0,,,,5.0,,,,,,,,,6.0,,,,,,,,,,,,,,7.0,,,,,,7.0,,,
4577,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,4.0,,,
4578,,5.0,,,5.0,,,,,,,,,7.0,,,,,,,,,,,,,,7.0,,,,,,,,,
4579,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,7.0,,,
4580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,
4582,5.0,5.0,4.0,,,,5.0,,,,,,,5.0,,,,,,6.0,,,,,,,,,7.0,,,,,,,,
4583,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,7.0,,,
4585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,
4586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
4587,,,,,,,,,3.0,,,,,,4.0,4.0,,,,,,,4.0,,,,4.0,,,,,,5.0,,,,
4588,,,,,,,,,,,,,,4.0,,,,3.0,,,,,,,,,,4.0,,,,,,,,,
4589,,5.0,,,,,4.0,,,,,,,,,,,7.0,,,,,,,,,,5.0,,,,,,6.0,,,
4590,,,,,,,,,,,,,,4.0,,,,4.0,,1.0,,,,,,,,4.0,,,,,,5.0,,,
4591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
4592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,
4593,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,3.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,,,3.0,4.0,,,,,4.0,5.0,4.0,4.0,4.0,,4.0,
4594,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,7.0,,,,,,7.0,,,
4595,,4.0,,4.0,4.0,,5.0,5.0,4.0,5.0,4.0,5.0,,3.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,,,,,4.0,,,,,,5.0,,,,,
4596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
4598,,1.0,4.0,2.0,,,3.0,,3.0,,3.0,,,,,,,,,,4.0,,,,,,,,,,4.0,,4.0,,,,
4599,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,5.0,
4601,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,4.0,,,,,
4602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,
4603,,,,,,,,,,4.0,,,,,,3.0,,,,,,,,,,,,3.0,4.0,,,,,,4.0,,
4604,,5.0,,,4.0,,,,,,,,,,,,,4.0,,,,,,,,,4.0,,,,,,5.0,,,,
4605,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,6.0,,,5.0,,,,,,
4607,,,,,,,4.0,,,,,,,,,,5.0,,,,,,,,,,,,,,,5.0,,,,,
4608,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,5.0,,,,,,,
4609,,,,,,,,,,,4.0,,,,,,5.0,,,,,,,,,,,5.0,,,,,,6.0,,,
4610,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,4.0,,,,,,,,,,
4611,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,6.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,7.0,5.0,,,,6.0,,,,,,6.0,,,,,,6.0,
4612,,,,,,,,,,,,,,,5.0,,,5.0,,,,,,,,,,5.0,,,,,,6.0,,,
4616,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,6.0,,,,,,,,
4617,,,,,,,,,,,,,,,,,,,,,,,4.0,,4.0,,4.0,,,4.0,,,4.0,,,4.0,
4618,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,4.0,,,,,4.0,,
4619,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,
4620,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,7.0,,,,,,
4621,,,,,,,,,,,,4.0,,5.0,,4.0,,4.0,,4.0,,,,,,,,,,,4.0,,,,,,
4622,,,,,,,,,,,,4.0,4.0,5.0,5.0,5.0,5.0,7.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,7.0,5.0,7.0,7.0,7.0,,6.0,,6.0,7.0,6.0,
4623,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,5.0,,,,,
4624,,,,,,,6.0,,,,,,3.0,,4.0,,6.0,,5.0,,,,,,,,,,,6.0,,,,,,,
4626,,,,,,,2.0,,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,4.0,,,,,,,,,4.0,,4.0,4.0,,,,
4627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4628,,,,,,5.0,,,,,,,5.0,,4.0,,5.0,,5.0,,,,,4.0,,,5.0,,,4.0,,,4.0,,5.0,,
4629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4630,,,,,,5.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,7.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,
4631,,,,,,,5.0,6.0,6.0,5.0,6.0,4.0,6.0,5.0,6.0,6.0,5.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,6.0,6.0,,6.0,6.0,7.0,,7.0,
4632,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,5.0,,,,
4633,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,5.0,,,,,
4634,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,4.0,,,,4.0,
4635,,,,,,,,,4.0,,,,4.0,,3.0,,4.0,,4.0,4.0,,,,,,4.0,,,,,,4.0,3.0,4.0,,,
4636,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,5.0,,,,,,,
4637,,,,,,,,,,3.0,,,,4.0,,3.0,,4.0,,4.0,,,,,,,,,4.0,,,,,,,,
4638,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,5.0,,,,,,,,
4640,,,,,,,,,,,,,,,,,,,,,4.0,,5.0,,,,,,,,5.0,,,,,,
4641,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,7.0,,,,,,7.0,,,,
4642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,2.0,
4643,,,,,,,,4.0,,,,,,4.0,4.0,,5.0,,4.0,,,,,,,,,,4.0,,,,,,,,
4644,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,4.0,,,,,,5.0,,,,
4645,,,,,,,,,,,,,4.0,5.0,4.0,5.0,4.0,,,,,5.0,,,,,5.0,,,,,4.0,,,,,
4647,,,,,,,,,,,,,,,4.0,,4.0,,5.0,,,,,,,,,,,,4.0,,,,5.0,,
4649,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,6.0,,,,,,7.0,,,
4650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,
4651,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,,2.0,2.0,,,,,3.0,,,,3.0,,,,,3.0,5.0,,
4652,,,,,,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,,5.0,6.0,6.0,5.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,,,
4653,,,,,,,,,,,,,,,,4.0,,,,,4.0,,,,,,,,,6.0,,,6.0,,,,
4654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4655,,,,,,,,,,4.0,,,,,,,,,,,,4.0,,,,,,,,,,5.0,,,,,
4656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,
4657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
4658,,,,,,,,,,4.0,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,,,,,5.0,5.0,,,,,,5.0,,,,
4659,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,,4.0,,,,,,4.0,,,,,,4.0,,,,,,5.0
4660,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,5.0,,,,,5.0,,,,
4661,,,,,,,,,,,,4.0,,,,2.0,,,,4.0,,,,,,5.0,,,,,,5.0,,,,,
4662,,,,,,,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,,,,,,,,,4.0,,,,,,4.0,,,,5.0
4663,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,,,,,,,,5.0,,,,6.0,,,,
4664,,,,,,,,,,,,,,6.0,6.0,7.0,7.0,7.0,,,,,,,,,,,6.0,,,,,,,,
4665,,,,,,,,,,,,,,,6.0,,,,,,,,,5.0,,,,,5.0,,,,,,,,
4666,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,,5.0,5.0,,,,,,,,,,4.0,,,,5.0,,
4667,,,,,,,,,4.0,2.0,,,1.0,,,,,,2.0,,,,,,,,,4.0,,4.0,,,,,4.0,,
4668,,,,,,,,,,,,,,,,,,,,,4.0,4.0,,,,4.0,4.0,,,,,,,,,,
4669,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,
4670,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,4.0,,,,,,
4671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4673,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,5.0,,,,,,
4674,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,4.0,,,
4675,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,4.0,,,
4677,,,,,,,,,,,,,,,,,6.0,,,,,,,,4.0,,,,,,,5.0,,,,,
4679,,,,,,,,,4.0,,5.0,,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,5.0,,,,,,
4680,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,6.0,,,,,,7.0,,,
4681,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,4.0,,,
4682,,,,,,,1.0,,,,,,,4.0,,,,3.0,,,,,,,,4.0,,,,,,4.0,,,,,
4683,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,4.0,4.0,4.0,
4684,,,,,,,,,,,,,,,,,,,,,,,,4.0,,4.0,,4.0,4.0,4.0,4.0,4.0,5.0,5.0,,,
4685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
4686,,,,,,,,,,,,,6.0,4.0,6.0,5.0,6.0,6.0,,,,,,5.0,,,,,,,7.0,,,,,,7.0
4687,,,,5.0,,,,,,,,,,,,4.0,,,,,,,,,,,5.0,,,,,,5.0,,,,
4688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,
4689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4692,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,4.0,,,,,
4693,4.0,,4.0,4.0,4.0,5.0,6.0,,,,6.0,,,,,,,,,,,,,,7.0,,,,,,,7.0,,,,,
4694,,,,,,,,,,,5.0,,,,5.0,,,,5.0,,,,,,,,,,,6.0,,,,,,,
4696,,4.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,,,,,,,,,7.0,,,,,,,,
4697,,,,,,,,,,3.0,,,4.0,3.0,2.0,3.0,3.0,3.0,,,,,,3.0,,,2.0,,,,,,4.0,,,,
4698,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,
4699,,,,,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,,,,,,,,,5.0,,,,,,,
4700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,
4701,6.0,5.0,5.0,5.0,5.0,,5.0,5.0,4.0,6.0,5.0,,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,,,,,,,,,5.0,,,,,,,,
4702,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,6.0,,5.0,4.0,4.0,,,4.0,,,,5.0,,,5.0,,,,,
4704,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,4.0,,,,,4.0,
4706,,,,,,,,,,,,,,,4.0,4.0,5.0,,,,,,,,,,6.0,,4.0,,,,,,,,
4708,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,5.0,,,,,,
4709,,,,,,4.0,,,,,,,,4.0,,,,4.0,,,,,,,5.0,,,,,,,5.0,,,,,
4710,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,5.0,,,,,,,
4711,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,7.0,,,,,,5.0,,,
4712,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,5.0,,,
4714,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,2.0,,,,,
4715,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,4.0,,,,,
4716,,,,,,,,,,,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,,,,5.0,4.0,4.0,,,,,,
4717,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,3.0,,,,,,,,,,
4719,,,,,,,,,3.0,,,,4.0,,4.0,,4.0,,4.0,,,,,,,,,,4.0,,,,3.0,,,,
4720,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,5.0,,,,,,7.0,,,
4721,4.0,,4.0,,,4.0,,,,,,,,4.0,,,,,,,,,,,5.0,,,,,,,4.0,,,,4.0,
4722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,4.0,
4723,,,,,,3.0,4.0,,,,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
4724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,
4725,4.0,,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,7.0,,,,,,7.0,,,,,,,,7.0,,,,,
4726,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,5.0,,,,,,7.0,,,,
4727,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,4.0,4.0,4.0,,,4.0,,,
4728,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,4.0,,,,,4.0,
4729,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,5.0,,,,,,5.0,,,,
4730,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,4.0,,,,5.0,,,4.0,,,6.0,,,6.0
4731,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,5.0,,,
4732,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,3.0,,,,,
4733,,,,,,,,,,,,,,,,4.0,,,,,4.0,,,,6.0,,5.0,,,7.0,,,,7.0,,,
4734,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,5.0,,4.0,,,7.0,,,,6.0,,,
4736,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,6.0,,,,4.0,,,,,7.0,
4737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4739,6.0,,,,,,,,,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,
4740,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,2.0,,,,,
4741,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,5.0,,,,,,5.0,,,,
4742,,,,,,,,,,,,4.0,,,,4.0,,,,3.0,,,,,,,,,,,,,,,,,
4743,,,3.0,,,1.0,,,,3.0,,5.0,4.0,3.0,3.0,3.0,4.0,,3.0,,,,,,5.0,,,,,,,5.0,,,,,
4744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4745,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,,,,,,,7.0,,,,,,,
4746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4747,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,5.0,,,,,
4748,,,,,,,,,,,4.0,5.0,5.0,7.0,7.0,5.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,,,,,,,
4749,,,,,,,,,,,,3.0,,,,,,,,,,,4.0,,,3.0,3.0,,3.0,,,3.0,,4.0,,,
4750,,,,,,,,,,,,,,,,,4.0,,,,,,,,,5.0,,,,,,4.0,,,,4.0,
4751,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,5.0,,,,,,
4752,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,6.0,,,
4754,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,5.0,,,,,,
4755,,,,,,,,,,,,,,4.0,,,,4.0,,,4.0,,,,4.0,,,,,,,5.0,,,,,
4756,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,5.0,,,,
4758,,,,,,,,,,,,,4.0,4.0,4.0,5.0,5.0,,,,,5.0,,,,,,5.0,,,,,,5.0,,,
4759,,4.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,5.0,5.0,5.0,7.0,7.0,,,,,,,,,,5.0,,,,,,,
4760,,,,,,,5.0,,,,,5.0,,,,,5.0,,,,,,,,,,,5.0,,,,,,,,,
4761,,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,,,,,,,,,,5.0,,,,,,,
4763,4.0,,4.0,,,4.0,,,,,,,,4.0,,,,,,,5.0,,,,,,,,,,,7.0,,,,,
4764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4765,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,
4766,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
4767,,,,,,,,,,4.0,,,,5.0,,4.0,,,4.0,,,,4.0,,,,3.0,,,,4.0,,,4.0,,,
4768,,,2.0,1.0,,1.0,,1.0,2.0,,1.0,,,1.0,,,,,,,4.0,,,,,,,,,,3.0,,,,,,
4769,,,,,,,,,,,,,,,,,,,,,,,,4.0,,5.0,,,,,,5.0,,,,,
4770,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,6.0,,,7.0,,,,,
4771,,,,,,,,,,,,3.0,,,,4.0,,,,4.0,,,,,,,,,,,4.0,,,,5.0,,
4772,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
4774,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,,,,,
4775,4.0,,4.0,,,,5.0,,,,,,,5.0,,,,,,4.0,,,,,,5.0,,,,,,,,,,,
4776,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,6.0,,,,,,5.0,,,,
4777,,,,,,,,1.0,,3.0,,,,,,,,2.0,,,,,,,,,4.0,,,,,,5.0,,,,
4779,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,4.0,6.0,6.0,6.0,,,,,,,,,,5.0,,,,,,,
4780,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,4.0,,,,,,4.0,,
4781,,,,,,,,3.0,3.0,4.0,3.0,,4.0,3.0,3.0,3.0,4.0,,4.0,,,,,,,,,,4.0,,,,,,,,
4782,,,,,,,,,,,,,5.0,,,,,,,,4.0,,,,,,,,,4.0,,,,,,,
4783,,,,,,,,,,2.0,,,3.0,,,,,,,,,,4.0,,,,,,,,,4.0,,,,,
4785,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,7.0,,
4786,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,
4787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,4.0,
4790,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,
4793,,4.0,5.0,5.0,5.0,5.0,,5.0,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
4794,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,5.0,,,,,,,,,,
4795,,,,,,,,,,,,,,4.0,5.0,5.0,5.0,,5.0,,5.0,,,4.0,,,5.0,,,5.0,,,,5.0,,,
4796,,,,,,,,1.0,,,,,,3.0,,,,4.0,3.0,,,,4.0,,3.0,,,,3.0,4.0,4.0,,4.0,,,,4.0
4798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,3.0,,
4800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4801,,6.0,,,6.0,,,,,,,,,5.0,,,,,,,,,,,,,,5.0,,,,,,6.0,,,
4802,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,3.0,,,,3.0,
4803,,,,,,,,,,,,,,,,,,,,,4.0,,,,4.0,,,,,,,5.0,,,,,
4804,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,
4805,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,4.0,,,,,5.0,,
4807,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,7.0,,,
4808,4.0,,,,5.0,,,,5.0,,,,,,,,,4.0,,,,,,,5.0,,,,,,,6.0,,,,,
4809,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,
4810,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,5.0,,,,,
4811,,,,,,,,,,,,,,,,4.0,,,,,,,,,6.0,6.0,7.0,,,,,,6.0,,,,
4813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4815,,,5.0,,,,,,,6.0,,,,,,,,,7.0,,,,,,7.0,,,,,,7.0,,,,,,7.0
4816,,5.0,,6.0,,,,,6.0,7.0,1.0,,,6.0,,,,,,,,,,,,,,,7.0,,,,,,,,
4817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,
4818,,3.0,,4.0,5.0,,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,5.0,,,,,,5.0,,,,,
4819,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,6.0,,,
4820,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,5.0,,,,,,,,,,
4821,,,,,,,,,,,,5.0,,,,6.0,,7.0,,6.0,,5.0,,7.0,,,,,,6.0,,,,,,7.0,
4822,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,,4.0,,,,,,,,7.0,,
4823,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,6.0,,,,,,,,,7.0
4825,,,,,,,,,,,,,,,5.0,,,5.0,,,,,,,,,,5.0,,,,,,5.0,,,
4827,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,4.0,,,4.0,,,4.0,4.0,,4.0,
4828,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,,,,4.0,
4829,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,7.0,,,,,,,
4830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,
4832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
4833,,,,,,,,,,,,,,,4.0,,,5.0,,,,,,,,4.0,,,,,,5.0,,,,,
4834,,,,,,,,,4.0,2.0,4.0,,5.0,2.0,4.0,5.0,5.0,4.0,4.0,5.0,,,,,5.0,,,,,,,5.0,,,,,
4835,4.0,5.0,,4.0,4.0,5.0,5.0,5.0,4.0,,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,5.0,,,,,
4836,,,,,,,,,,,,,,,,4.0,,,,,,,,,4.0,,,,,,,,,,,,
4837,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,7.0,,,,,
4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,6.0,,,
4840,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,4.0,,,,,4.0,,
4841,,,,,,,,,,,,,4.0,2.0,3.0,4.0,4.0,,3.0,,,,,,4.0,,5.0,,,,5.0,,,,,,5.0
4842,,,,,,,,,4.0,,,,,,,5.0,,,,,,,,,,,,5.0,,,,,,,,,
4843,,,,,,,5.0,5.0,6.0,5.0,5.0,5.0,,6.0,6.0,5.0,5.0,,6.0,,,,,,,,,,,5.0,,,,,,,
4844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4845,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,,,
4846,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,
4847,,,,,,,,,,4.0,,4.0,,4.0,4.0,5.0,4.0,4.0,5.0,4.0,,,,,,,,,,,5.0,,,,,,
4848,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,,1.0,,,,,,,,,,,3.0,,,,1.0,,
4850,,,,,,,6.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,7.0,7.0,,,,,,,,,,,7.0,,,,,,,,,
4851,,,,,,,,,,,4.0,,,,5.0,,,,5.0,,,,,,,,,,,,7.0,,,,,,
4853,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,
4854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,
4855,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,4.0,,,,,,
4856,,,,,,,,,,,,5.0,,,,,6.0,,,,,,,,,,,5.0,,,,,5.0,5.0,,,
4857,,,,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,5.0,,,,,
4858,,,,,,4.0,,,,4.0,,,,,,,,4.0,,,,,,,4.0,,,5.0,,,,,,5.0,,,
4859,,,,,,,,,,,,,,,,,,,,,4.0,,,,4.0,4.0,,,,4.0,5.0,,,,,,
