wb,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
5147,,,,,,,1.0,2.0,3.0,2.0,,,2.0,3.0,2.0,3.0,,,,,,,,,,,,3.0,3.0,3.0,,,,,,,
5148,,,,,,,,,,,,,,,,,2.0,,,,,,,,3.0,,,,,,,3.0,,,,,
5149,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,3.0,,,,,,,,
5150,,,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,,,,,,,,,3.0,,,,,,,,
5151,,,,2.0,,,,,2.0,,,,,2.0,,,,,,,,,,,1.0,,,,,,3.0,,,,,,
5152,,,3.0,2.0,,,,,,,,,,2.0,,,3.0,,,,,,2.0,,,,,2.0,2.0,,,,,,,,
5153,,,,,,,,,,,,,,,,,,,,,,0.0,,,1.0,,,,,,0.0,1.0,,1.0,,,1.0
5154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,1.0,
5155,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
5156,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,2.0,,,,3.0,,
5157,,,,,,,,,,,3.0,,,,,3.0,,,,,,,3.0,,3.0,,,,,,,4.0,,,,,
5158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5159,,,,,,,,,,,,2.0,,,,2.0,,,,2.0,2.0,,,,,,,,,,3.0,,,,,,
5160,,,,,,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,1.0,,2.0,2.0,,2.0,2.0,,,,2.0,2.0,,,
5161,,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,2.0,,,,,
5162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,
5164,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,3.0,,,,,,
5165,,,,,,,,,,,,2.0,,,,,,,,,,3.0,,,,,,,,3.0,2.0,,,,,,3.0
5166,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,3.0,,
5167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,
5168,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,3.0,,,,,,,,
5169,,,,,,,,,,,,,2.0,2.0,3.0,3.0,2.0,,,,,2.0,,,,,3.0,,,,,,2.0,,,,
5170,,,,,,,,,,1.0,,,2.0,,1.0,,,1.0,,,,,2.0,,,,,,,,2.0,,,,,2.0,
5171,,,,,,,,,,1.0,,,,2.0,,,2.0,,,2.0,,,,,2.0,,,,,,,1.0,,,,2.0,
5173,3.0,,3.0,3.0,,,,,,3.0,,,3.0,3.0,2.0,3.0,3.0,,,,,,3.0,,,,,3.0,,,,,,3.0,,,
5175,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,2.0,,,,,,3.0,2.0,3.0,,,
5176,,,,,,,,,,,,,1.0,,1.0,,,2.0,,,,,,,2.0,2.0,,,2.0,,,2.0,,,,2.0,
5177,,,,,,,,,,,,2.0,,,3.0,,2.0,,3.0,,,,,,,,,,4.0,,,,,,,,
5178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5179,,,,,,,,3.0,,,,,,3.0,,3.0,,,3.0,,,,,,,3.0,,,,,,3.0,,,,,
5180,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
5181,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,
5182,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2.0,,
5183,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,4.0,,,,,
5184,,,,,,,,,,,,,2.0,,2.0,1.0,,,,,,2.0,1.0,,,,,,,,,2.0,,,,,
5185,,,,,,,,,,,,,,,2.0,,,,,,,,,,3.0,,,,,,,3.0,,,,,
5186,,,,,,,,,,,,,3.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,4.0,,4.0,
5187,,,,,,,,,,3.0,,,,,,3.0,,,,,,,,,,,2.0,,,,,,3.0,,,,
5188,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,2.0,,,,,,,,
5189,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,,,,,,,,,,,2.0,,,,2.0,,
5190,,,,,,,,,2.0,,,,,,,,,2.0,,,,,,,3.0,3.0,2.0,,,,,,3.0,,,,
5191,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,
5192,,,,,,,,,,0.0,,1.0,,,2.0,,,,,,,,,,,,2.0,,,,,,2.0,,,,1.0
5193,,,,,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,,2.0,,2.0,2.0
5195,,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,3.0,,,2.0,,,3.0,,,3.0,,,
5196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5197,,,,,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,3.0,,,,,
5198,,,,,,,,,,,,,,,,,,,,3.0,4.0,,,,,,,,,4.0,,,,,,,
5199,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,
5200,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,3.0,,,,
5201,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,2.0,,,,2.0,
5203,1.0,2.0,1.0,,,,,1.0,,,0.0,,,3.0,,,,,,,,,,,,,,2.0,,,,,,,,,
5204,,,,,,,,,,,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,,,
5205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5206,2.0,2.0,2.0,,,,,3.0,,,,,3.0,3.0,3.0,3.0,3.0,,,3.0,,,,,3.0,3.0,,,,,4.0,,,,,,4.0
5207,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,
5209,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,3.0,,,,,,3.0,,,
5211,,,,,,,,,,,3.0,,,,3.0,,,,3.0,,,,,,,,,,,,,3.0,,,,,
5212,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,0.0,,,,,,1.0,,,
5213,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,
5214,,,,,,,,,2.0,,,,,,,,,3.0,,,,,,,,,3.0,,,,,,3.0,,,,
5215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5216,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,,,,,
5217,,,,,,,2.0,,,2.0,,,,,,,,3.0,,,,,,,,,,3.0,,,,,,3.0,,,
5218,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,4.0,,,,
5219,,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,3.0,3.0,,,,,3.0,,,,4.0,,,3.0,
5220,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,2.0,,,,
5221,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,3.0,,,,,,
5222,,3.0,,2.0,,,,,2.0,,,,,2.0,,,,,,,,,,,2.0,2.0,,,,,,4.0,,,,,
5223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,2.0,
5225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,3.0,,,
5226,,,,,,,,,,,,,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,2.0,,,
5227,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,3.0,,,,,,,
5228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5229,2.0,2.0,3.0,3.0,3.0,3.0,,3.0,3.0,2.0,,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,,,,,,,,,3.0,,,,,,,
5230,,,,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,2.0,,,,,,,
5231,,,,,,2.0,1.0,1.0,2.0,,2.0,2.0,2.0,1.0,1.0,1.0,2.0,,2.0,,,,2.0,,2.0,,2.0,,,,,,3.0,3.0,,,
5232,,,,,,,,,,,,,,,3.0,,,2.0,,,,,,,,3.0,3.0,,,,,,4.0,,,,
5233,,,,,,,,,,,1.0,,2.0,,2.0,,2.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,3.0,,,
5234,,,,,,,,,,,,,,,3.0,,,,,,2.0,,,,3.0,,2.0,,,3.0,,,,3.0,,,
5235,,,,,,,,,2.0,,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,2.0,,,,,2.0,2.0,,,,
5236,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,
5237,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,
5238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5239,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,,,
5240,,,,,,,,,2.0,,1.0,,2.0,2.0,2.0,,,,,,,,,,2.0,,,2.0,,,2.0,,,2.0,,,
5241,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,3.0,,,,,,3.0,,,
5242,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,3.0,,,,,,3.0,,,
5243,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,2.0,,,,2.0,,
5244,,,,,,3.0,3.0,3.0,3.0,3.0,,,,2.0,,,,4.0,,,3.0,,4.0,4.0,,,,,,4.0,,,,,,4.0,
5245,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,3.0,,,,,,,,
5247,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,
5248,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,4.0,,,
5250,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,4.0,,,
5251,,,,,,,,,,1.0,,,1.0,,,,1.0,,,1.0,,,,,,2.0,,,2.0,,,,2.0,,,,
5252,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,2.0,,,,3.0,
5253,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,
5254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5255,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,,,4.0,,,,,,,
5259,,,,,,,,,,,,,,,3.0,,,,,,3.0,,,,,,,,,2.0,,,,,3.0,,
5260,,,,,,,3.0,3.0,3.0,2.0,2.0,3.0,,3.0,3.0,3.0,,3.0,,,,,,,,,4.0,,,,3.0,,3.0,3.0,,,
5261,,,,,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,,3.0,,,,
5262,,,,,,,,2.0,,,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,2.0,,,,,,,3.0,,,,,
5263,,,,,,,,,3.0,,,,,,,,,3.0,,,,,,,,,,4.0,,,,,,3.0,,,
5264,,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,2.0,,,,,,
5265,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,,,3.0,,,3.0,,,4.0,,,4.0,,
5266,,,,,,,,,2.0,,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,,,,3.0,,,,,,,2.0,,,,,
5267,,,,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,2.0,,,1.0,,1.0,,1.0,1.0,1.0,,2.0,,2.0,,2.0,1.0,2.0,,
5268,,,,,,,,,2.0,2.0,2.0,,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,,,2.0,,,,,,,2.0,,,,2.0,
5269,,,,,,,,,,,,,,,,,,2.0,,,,,2.0,,,,,,,3.0,,,,,,,
5270,,,,,,,,,,1.0,,,2.0,2.0,2.0,2.0,2.0,,2.0,,,2.0,2.0,,,,1.0,,,,2.0,,,2.0,,,
5272,,,,1.0,,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,
5273,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,3.0,,,,,3.0,
5274,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,4.0,,,,,,4.0,,,
5275,,,,,,,,,,,,3.0,3.0,3.0,4.0,4.0,4.0,3.0,,,,,,4.0,,,,,,,,,,4.0,,,
5277,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,3.0,,,
5278,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,
5279,,,,,,,,,,,,,3.0,2.0,2.0,2.0,,,,,2.0,2.0,,,,,3.0,,,,,2.0,2.0,,,,
5280,,,,,,,,,,3.0,,,,,,2.0,,,,,,,,,,,,3.0,,,,,,3.0,,,
5281,,,,,3.0,,,,,,,,,1.0,2.0,2.0,2.0,,,2.0,,,,,,,,,,,3.0,,,,,,
5282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5284,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,4.0,,,,,
5285,,2.0,3.0,2.0,2.0,,,,,,2.0,,,,,,3.0,,,,,,4.0,,,,,,,4.0,,,,,,,
5286,,,,,,,2.0,1.0,,2.0,2.0,,,,2.0,2.0,1.0,,1.0,,,,,,,,,,2.0,,,,,,,,
5288,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,3.0,3.0,,,,,,
5289,,,,,,,,,,,,,,,2.0,,,,,,3.0,,3.0,2.0,,3.0,,,3.0,,,3.0,3.0,,3.0,,
5290,,,,,,3.0,3.0,2.0,2.0,,,3.0,3.0,3.0,3.0,3.0,3.0,,,3.0,,,,,,,,,,3.0,,,,,,,
5291,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,2.0,,,,
5292,,,,,,,,,,,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,,,
5293,3.0,3.0,,,,,3.0,3.0,4.0,3.0,,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,,,4.0,,4.0,,,4.0,4.0,,4.0,,,4.0,4.0,
5294,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
5296,,,,,,,,,,,3.0,3.0,,3.0,,3.0,,,,,,,,,,,4.0,,,,,,3.0,,,,
5297,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,,,,,,
5298,1.0,,,3.0,,,,3.0,,,,,,4.0,,,,,,,,,,,,,,4.0,,,,,,4.0,,,
5299,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,2.0,,,,,,2.0,,,,
5300,,,,,,,,2.0,,,,,,,,,,,,3.0,,,3.0,,,,,2.0,,,,,,2.0,,,
5301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,3.0,,
5302,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,3.0,,,,,,3.0,,,,
5303,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,,,,2.0,,,,,,,,,,,3.0,,
5304,,,,,,,,,,,,,2.0,2.0,2.0,3.0,2.0,,,,,,,,,,3.0,,,,,,3.0,3.0,,,
5305,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,1.0,,,,,,,
5306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5307,,,,,,,,,,1.0,,,,2.0,,1.0,,,1.0,,,,,,,,,,,,2.0,,,,,,
5308,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,3.0,2.0,,,,,2.0,,,,1.0,,,2.0,
5309,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,3.0,,,,,,
5310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,
5311,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
5312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
5313,,,,,,,2.0,,,2.0,,,,,,,,2.0,,,,,,,,3.0,,3.0,,,,,,4.0,,,
5314,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,3.0,,,
5315,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,2.0,
5316,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,2.0,,,,,,,2.0,,,,,
5317,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,3.0,,,,,,3.0,,,
5318,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,3.0,,,,,,
5319,,,,,,,,,,,,,,,2.0,,,,,,,,,,3.0,,,,,,,2.0,,,,3.0,
5320,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,,
5321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5322,,,,,,,,,,,,,,,3.0,,,,3.0,,,,,,,,,,4.0,,,,,,,,
5323,3.0,,,,,,,2.0,,,,,2.0,3.0,,,,,,,,,,3.0,,,,,,,,4.0,,,,,
5324,,,,,,2.0,2.0,1.0,2.0,2.0,2.0,,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,,3.0,
5325,,3.0,,3.0,2.0,,,,,,,2.0,,,,,,,,,,,,,,3.0,,,,,,3.0,,,,,
5326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,
5327,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,3.0,,,,4.0
5328,,,,,,,,,,,,,,,3.0,,,3.0,,,,,,,,,,4.0,,,,,,3.0,,,
5330,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
5331,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
5332,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,,,,4.0,,,,,,,,3.0,,,,,
5335,,,,,,,,,,,,2.0,2.0,2.0,3.0,2.0,3.0,,,2.0,,,,,,3.0,,,,,,3.0,,,,,
5336,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,,,,,,,,,3.0,3.0,,,,,,2.0,,,,
5337,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,3.0,,,,
5338,,,,,,,,,,,,,,,,,,,,,,1.0,,,3.0,0.0,2.0,,,,,,2.0,,,,
5339,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
5340,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,
5341,,,,,,,,,,,,,,,2.0,,2.0,,2.0,,,,,,,,,,,,2.0,,,,,,
5342,,,,,,,,,,,,,2.0,,3.0,,,3.0,,,,,,,,,,2.0,,,,,,3.0,,,
5343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,
5344,,,,,,,,,,,,,,,3.0,,,,2.0,,,,,,,,,,3.0,,,,3.0,,,,
5345,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,2.0,,,,,,,
5346,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,2.0,,,,,,,,
5347,,,,,,,,,,,,,,,3.0,,,,,,,,,,,4.0,,,,,,3.0,,,,,
5348,,,,,,,,,,,,,,,,,,,,,3.0,,,4.0,,,4.0,,,4.0,,,4.0,3.0,,4.0,
5349,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,2.0,,,,,,0.0,,,,
5350,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,3.0,,,
5351,,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,,,3.0,,,,,,3.0,,,,3.0,,,,
5354,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,
5356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,
5357,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,3.0,,,,,,3.0,,,,
5358,,,,,,,,,,,,2.0,,,,,2.0,,,,,,,,2.0,,,,,,,3.0,,,,,
5360,,3.0,,3.0,3.0,,,,,3.0,,,,,,,,,,,,,,,,,,4.0,,,,,,4.0,,,
5362,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,3.0,,,,,,3.0,,,
5363,,,3.0,,2.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,4.0,,,,,
5364,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
5365,,,,,,,1.0,1.0,1.0,1.0,,,,2.0,1.0,,,2.0,,,2.0,,,,,,2.0,,,2.0,,,,,,,
5366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5367,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,
5368,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,2.0,,,
5369,,,,,,2.0,2.0,,2.0,2.0,,,2.0,,,2.0,,,,,,2.0,,,,,2.0,,,,,3.0,4.0,,,,
5370,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,
5371,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,3.0,,,,,
5372,,,,,,,,,,,,,,,,,,,,2.0,,,,,,3.0,,,,,,3.0,,,,,
5373,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,3.0,,,
5374,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,
5375,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
5376,,,,,,,,,,,,,,,,,,3.0,,,3.0,,,3.0,,,,,,4.0,,,,,,4.0,
5377,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,
5378,,,,,,,,,,1.0,,,,1.0,,,1.0,,,1.0,,,,2.0,,,1.0,1.0,,2.0,,2.0,1.0,2.0,,2.0,
5381,,,,,,,,,3.0,,,,3.0,,,,3.0,3.0,3.0,3.0,,,,,,,,,4.0,3.0,,,,,,,
5382,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,4.0,,,,,,,,
5383,,3.0,3.0,,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,3.0,3.0,,,,,,,,,,4.0,,,,,,,
5384,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,,,,,1.0,,,
5385,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,,,,2.0,
5386,,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,,3.0,,,,,,,,
5387,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,2.0,
5388,,,,,,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,
5390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5393,,,,,,,,2.0,,,,,,,2.0,,,,2.0,,,,,,,,,3.0,,,,,,2.0,,,
5394,,,,,,,,,,,,,,,,3.0,,,,,,3.0,,,3.0,,,3.0,,,3.0,,,3.0,,,4.0
5395,,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,3.0,,,,,,3.0,,,,,
5397,,,,,,,,,,,,,3.0,3.0,3.0,3.0,4.0,4.0,,,,,,,4.0,,,,,3.0,4.0,,,,,,4.0
5398,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,3.0,,,,
5399,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,,,,,,4.0,,,,,
5400,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,2.0,,,,,,,1.0,,,,2.0,
5401,,,,,,,,,,,,0.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,,2.0,,1.0,0.0
5402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,
5403,,,,,,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,,1.0,,,3.0,,3.0,,,3.0,,,,3.0,,,,
5404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,
5406,,,,,,,,,,,,,,,2.0,,,2.0,,,,,1.0,,1.0,,,,,2.0,,,,,2.0,,
5407,1.0,,,2.0,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,3.0,,,,,,2.0,,,
5408,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
5409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,2.0,
5410,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,
5411,,,,,,2.0,2.0,2.0,2.0,2.0,,,3.0,2.0,2.0,2.0,1.0,2.0,,,,2.0,,,,,3.0,,,,,,4.0,,,,
5412,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,
5413,,,,,,,,,,1.0,,,,1.0,,1.0,,2.0,,2.0,,1.0,,,2.0,,1.0,,,1.0,,,1.0,,,2.0,2.0
