v,t,N,age,D age,y,ln y
103,2011,2732.0,41.25616896,0,5.076204100102189,1.6245637578897663
103,2012,2736.0,41.55065184,0,5.156366612203666,1.6402321865452278
103,2013,2737.0,42.01933562,0,5.085886717276768,1.6264693933104177
103,2014,2730.0,42.36065869,0,5.091846392542169,1.6276405138108765
103,2015,2756.0,42.81689043,0,5.109950364526,1.6311896907684378
103,2016,2748.0,43.19483588,0,5.118423247579262,1.6328464321649896
103,2017,2752.0,43.74131669,0,5.253816379220907,1.6589547418937578
103,2018,2730.0,43.84556964,0,5.271529998,1.6623206426190742
103,2019,2708.0,43.949822590000004,0,5.288968453768931,1.6656232275678384
103,2020,2686.0,44.05407554000001,0,5.326664755133462,1.6727252928089023
104,1990,2755.0,35.39488505,0,4.788507472317667,1.5662187704497963
104,1991,2838.0,35.54200444,0,4.7193992407436705,1.551681511993281
104,1992,2947.0,35.90986337,0,4.807801828471318,1.5702399793433857
104,1993,2991.0,35.95901556,0,4.812630153090352,1.571243744046194
104,1994,3128.0,36.32794824,0,4.909224392564565,1.5911159644742001
104,1995,3181.0,36.31393826,0,5.016987084138235,1.6128295710794749
104,1996,3180.0,36.60392805,0,5.095998980860431,1.6284557182817008
104,1997,3232.0,36.84298985,0,5.078763993602817,1.6250679236402108
104,1998,3393.0,36.86308657,0,5.1657675503319505,1.6420536975970195
104,1999,3487.0,37.01561617,0,5.083596304504724,1.6260189450809717
104,2000,3523.0,37.09477916,0,5.174503356984252,1.643743364881171
104,2001,3505.0,37.30994202,0,5.30866715651282,1.6693407974400551
104,2002,3541.0,37.47672426,0,5.18441548717647,1.6456571038275833
104,2003,3582.0,37.75866095,0,5.152508231362745,1.6394836313285557
104,2004,3661.0,38.00077926,0,5.356654530538182,1.678339625466707
104,2005,3748.0,37.90748682,0,5.279973182966666,1.663921018721686
104,2006,3741.0,38.24480027,0,5.4478622302149535,1.695223280387768
104,2007,3735.0,38.51953706,0,5.523508737690011,1.7090132992407747
