,n,Obs,No dummies,Alkalinity,Brown,Saline,Deep,DK2,"Saline, Alkalinity","Saline, Brown","Saline, Deep","Saline, DK2","Saline, Brown, Alkalinity","Saline, Brown, Deep","Saline, Brown, DK2","Saline, Brown, Alkalinity, Deep","Saline, Brown, Alkalinity, DK2"
1999,137.0,0.8175182481751825,0.960446247464503,0.9594320486815415,0.9574036511156186,0.9563894523326572,0.9411764705882353,0.9563894523326572,0.9482758620689655,0.9442190669371197,0.9503042596348884,0.9584178498985801,0.9533468559837728,0.9543610547667343,0.9523326572008114,0.9462474645030426,0.9523326572008114
2000,127.0,0.7716535433070866,0.8681541582150102,0.9127789046653144,0.8874239350912779,0.8488843813387424,0.9046653144016227,0.8722109533468559,0.8894523326572008,0.8640973630831643,0.8843813387423936,0.8519269776876268,0.8793103448275862,0.8935091277890467,0.8722109533468559,0.8843813387423936,0.8569979716024341
2001,129.0,0.813953488372093,0.9574036511156186,0.9705882352941176,0.9726166328600405,0.9563894523326572,0.9726166328600405,0.9574036511156186,0.9574036511156186,0.949290060851927,0.9716024340770791,0.9381338742393509,0.9462474645030426,0.9726166328600405,0.9726166328600405,0.9726166328600405,0.9462474645030426
2002,127.0,0.8188976377952756,0.9766734279918864,0.9766734279918864,0.9766734279918864,0.9766734279918864,0.9766734279918864,0.9766734279918864,0.9766734279918864,0.9766734279918864,0.9766734279918864,0.9766734279918864,0.9766734279918864,0.9766734279918864,0.9766734279918864,0.9766734279918864,0.9766734279918864
2003,120.0,0.8,0.9523326572008114,0.9675456389452333,0.9716024340770791,0.9462474645030426,0.9685598377281948,0.9279918864097363,0.9168356997971603,0.9462474645030426,0.9695740365111561,0.9391480730223124,0.9117647058823529,0.9756592292089249,0.960446247464503,0.90973630831643,0.9259634888438134
2004,134.0,0.7313432835820896,0.9574036511156186,0.9533468559837728,0.9574036511156186,0.9594320486815415,0.9563894523326572,0.9574036511156186,0.9584178498985801,0.9574036511156186,0.9594320486815415,0.9594320486815415,0.9574036511156186,0.9574036511156186,0.9594320486815415,0.9563894523326572,0.9563894523326572
2005,142.0,0.6690140845070423,0.9290060851926978,0.9290060851926978,0.9290060851926978,0.9310344827586207,0.9259634888438134,0.9269776876267748,0.9320486815415822,0.9279918864097363,0.9269776876267748,0.9269776876267748,0.920892494929006,0.9168356997971603,0.9219066937119675,0.9148073022312373,0.9148073022312373
2006,126.0,0.753968253968254,0.9665314401622718,0.9675456389452333,0.9685598377281948,0.9685598377281948,0.9685598377281948,0.9665314401622718,0.9421906693711968,0.960446247464503,0.9675456389452333,0.9665314401622718,0.9350912778904665,0.9675456389452333,0.9685598377281948,0.9685598377281948,0.9452332657200812
2007,129.0,0.7131782945736435,0.960446247464503,0.9614604462474645,0.9614604462474645,0.9442190669371197,0.9614604462474645,0.9614604462474645,0.9421906693711968,0.9523326572008114,0.9614604462474645,0.960446247464503,0.947261663286004,0.9614604462474645,0.9614604462474645,0.9614604462474645,0.9482758620689655
2008,127.0,0.6850393700787402,0.9594320486815415,0.9594320486815415,0.9594320486815415,0.9594320486815415,0.9594320486815415,0.9594320486815415,0.9594320486815415,0.9594320486815415,0.9594320486815415,0.9594320486815415,0.9594320486815415,0.9594320486815415,0.9594320486815415,0.9594320486815415,0.9594320486815415
2009,133.0,0.5864661654135338,0.8985801217038539,0.8924949290060852,0.9016227180527383,0.8945233265720081,0.9066937119675457,0.8813387423935092,0.8924949290060852,0.8945233265720081,0.9016227180527383,0.8661257606490872,0.896551724137931,0.9026369168356998,0.8803245436105477,0.9016227180527383,0.8661257606490872
2010,102.0,0.6372549019607843,0.7758620689655172,0.7920892494929006,0.7596348884381339,0.7322515212981744,0.755578093306288,0.7900608519269777,0.8032454361054767,0.7322515212981744,0.7393509127789046,0.7647058823529411,0.8012170385395537,0.7383367139959433,0.7505070993914807,0.7667342799188641,0.8042596348884381
2011,134.0,0.6791044776119403,0.768762677484787,0.7616632860040567,0.7535496957403651,0.7545638945233266,0.757606490872211,0.7647058823529411,0.755578093306288,0.7494929006085193,0.7545638945233266,0.755578093306288,0.7535496957403651,0.7505070993914807,0.7494929006085193,0.7565922920892495,0.7545638945233266
2012,133.0,0.6165413533834586,0.8245436105476673,0.8377281947261663,0.7971602434077079,0.7210953346855984,0.8113590263691683,0.8245436105476673,0.7302231237322515,0.7231237322515213,0.8255578093306288,0.8286004056795132,0.7322515212981744,0.8164300202839757,0.7870182555780934,0.8093306288032455,0.7454361054766734
2013,139.0,0.7841726618705036,0.8529411764705882,0.8498985801217038,0.859026369168357,0.8387423935091278,0.8549695740365112,0.8519269776876268,0.8498985801217038,0.8488843813387424,0.8438133874239351,0.8509127789046653,0.8498985801217038,0.847870182555781,0.8539553752535497,0.845841784989858,0.8498985801217038
2014,141.0,0.6879432624113475,0.7200811359026369,0.7190669371196755,0.7221095334685599,0.7170385395537525,0.7251521298174443,0.7261663286004056,0.7190669371196755,0.716024340770791,0.7210953346855984,0.718052738336714,0.7170385395537525,0.7231237322515213,0.7190669371196755,0.7170385395537525,0.716024340770791
2015,128.0,0.6328125,0.9513184584178499,0.9513184584178499,0.9513184584178499,0.949290060851927,0.9523326572008114,0.9462474645030426,0.9482758620689655,0.9503042596348884,0.9523326572008114,0.9513184584178499,0.949290060851927,0.9503042596348884,0.9513184584178499,0.9513184584178499,0.934077079107505
2016,159.0,0.6477987421383647,0.7352941176470589,0.7383367139959433,0.7363083164300203,0.7383367139959433,0.7393509127789046,0.7332657200811359,0.7352941176470589,0.7332657200811359,0.7332657200811359,0.7322515212981744,0.7342799188640974,0.7251521298174443,0.7281947261663286,0.731237322515213,0.7393509127789046
2017,166.0,0.6325301204819277,0.718052738336714,0.7210953346855984,0.718052738336714,0.7170385395537525,0.718052738336714,0.718052738336714,0.7170385395537525,0.7170385395537525,0.716024340770791,0.7231237322515213,0.718052738336714,0.716024340770791,0.7221095334685599,0.7139959432048681,0.7210953346855984
2018,161.0,0.7329192546583851,0.7261663286004056,0.7261663286004056,0.7251521298174443,0.7251521298174443,0.7271805273833671,0.7271805273833671,0.7271805273833671,0.7241379310344828,0.72920892494929,0.7281947261663286,0.7261663286004056,0.7302231237322515,0.7261663286004056,0.72920892494929,0.7271805273833671
2019,152.0,0.6644736842105263,0.7971602434077079,0.795131845841785,0.7941176470588235,0.7920892494929006,0.7941176470588235,0.7860040567951319,0.7880324543610547,0.7900608519269777,0.7890466531440162,0.7900608519269777,0.7880324543610547,0.7799188640973631,0.7829614604462475,0.7809330628803245,0.781947261663286
2020,152.0,0.6118421052631579,0.755578093306288,0.7535496957403651,0.7525354969574036,0.7596348884381339,0.7515212981744422,0.757606490872211,0.7626774847870182,0.7545638945233266,0.7535496957403651,0.7586206896551724,0.757606490872211,0.742393509127789,0.7515212981744422,0.7464503042596349,0.7545638945233266
Total,4095.0,0.7286935286935287,0.8884175774642306,0.8907617512079987,0.8877454076237038,0.8812525540720267,0.8882536215193415,0.8869865541265136,0.8831006496320899,0.8804409473780671,0.8867205591343523,0.8850349335136353,0.8816725983054584,0.88576431456756,0.8841240121158985,0.8830892569229283,0.8810905794678614
