v,t,income,age,N
34,2003,347754.3549,43.55488496,10926
35,2003,408804.2734,39.37895105,57939
36,2003,451106.5202,39.05358918,882
37,2003,409192.3265,38.27112654,3716
38,2003,350877.0195,41.49927116,15208
44,2003,370906.051,42.6424184,1151
45,2003,357999.5979,43.12793849,10294
47,2003,403464.2262,41.02284046,4312
49,2003,343924.6596,44.04921386,922
56,2003,345417.9924,42.17904592,20335
57,2003,318979.4955,46.05977584,41
59,2003,399315.0383,38.24517626,1253
62,2003,428251.0305,39.37246964,134
68,2003,317853.3977,43.58180331,560
72,2003,318812.7914,48.54548561,1185
74,2003,414655.6525,38.81338373,5001
80,2003,401036.4778,39.2458121,2190
82,2003,410773.3706,36.52584542,1080
83,2003,414482.4062,38.91459565,8101
84,2003,400355.0364,41.93398334,1994
85,2003,393036.5999,38.92491382,1760
86,2003,362820.9745,42.15530732,5186
87,2003,390813.7005,40.85104744,5795
89,2003,390013.7368,41.95883101,492
92,2003,385198.3372,40.1874828,2161
93,2003,374630.2273,38.39814106,110214
95,2003,313649.9245,46.36837715,2056
96,2003,392877.1635,41.31822807,4646
101,2003,445392.5573,38.65400637,1293
102,2003,375316.2026,40.69385619,9471
103,2003,392693.6767,39.55631872,2717
104,2003,411394.0036,37.75866095,3582
105,2003,371940.9551,40.39578379,8915
106,2003,374766.1432,40.01169406,14390
107,2003,379943.8344,38.43357477,3155
108,2003,397624.6668,38.37156986,611
109,2003,411105.6399,39.70360765,2719
110,2003,418048.7046,39.899953,3754
111,2003,384635.233,39.14647697,26873
113,2003,399962.5711,40.80554634,2619
114,2003,373618.3097,40.05199391,9787
119,2003,408666.0165,39.09179131,1634
120,2003,398126.0556,38.70487954,32254
122,2003,464281.2418,38.09730656,12080
123,2003,406886.062,38.43358014,30927
124,2003,400212.1711,38.03518769,30152
125,2003,519091.1955,37.09077493,2378
127,2003,430872.1569,41.77408075,707
128,2003,403565.074,38.10758876,36139
129,2003,379040.2313,39.5615954,2750
131,2003,403043.8396,38.0635237,49366
132,2003,412306.2397,38.14434184,55415
133,2003,399261.6539,37.8413755,1211
136,2003,417430.0686,38.31746838,139946
137,2003,387117.3233,39.80697113,2722
138,2003,375771.0015,40.77230053,2518
139,2003,312011.0823,47.47019868,84
140,2003,387225.5109,40.306349,17307
141,2003,404059.8649,42.54464116,3264
142,2003,319216.7922,45.68195719,38
144,2003,392357.3465,43.74964839,566
145,2003,441309.7615,36.63067448,29464
146,2003,430711.9258,39.11736937,6641
147,2003,390908.7221,36.36493012,115572
154,2003,326748.5195,45.21164696,1072
232,2003,383716.1683,39.66018683,12181
235,2003,382795.2977,38.62881537,118422
238,2003,403094.3,38.99058023,6689
157,2003,386357.0092,38.69693516,30120
158,2003,397743.0884,38.5175076,20634
159,2003,386942.7225,39.33398566,9676
160,2003,388419.1474,39.87073884,6411
200,2003,468060.0849,40.56832986,28952
204,2003,397549.3148,38.7229896,40594
206,2003,356477.0321,41.41852133,7809
207,2003,325423.2437,42.9510823,10767
208,2003,341052.9086,43.09111594,5778
209,2003,359231.4062,44.26424027,5865
212,2003,364447.8534,43.58551886,4080
231,2003,389553.1182,39.80645233,27445
219,2003,397856.8924,41.98679963,7745
221,2003,384063.7989,39.40259199,32538
222,2003,377445.6625,40.13316944,12238
225,2003,378499.0573,40.6783133,27589
130,2003,407051.4733,39.69532348,1004
236,2003,378790.5998,40.0105443,14499
233,2003,382770.1994,39.6922126,22421
234,2003,367338.8856,40.16457793,10631
224,2003,388726.0776,39.73265576,8652
217,2003,393469.3507,41.01899656,6198
201,2003,458057.4961,37.68577649,127069
90,2003,386453.1386,39.5922019,5778
165,2003,428517.3079,39.01700602,34441
216,2003,365163.2759,40.58341027,9815
48,2003,373593.4042,42.77419051,5964
46,2003,409902.2226,41.36519967,6208
121,2003,398760.4882,38.25267784,75440
214,2003,363663.2013,40.99302983,28063
1,2004,523318.503,38.38904779,86855
2,2004,480936.5319,38.97360812,43211
6,2004,426104.1062,38.74391527,571528
16,2004,403804.3078,41.10712718,2835
17,2004,447570.5972,36.05833863,467
18,2004,427922.1114,43.50530017,275
24,2004,412698.091,42.67421039,9057
25,2004,387442.9045,41.81971199,2791
28,2004,412978.2775,41.25205446,7020
29,2004,403882.2878,40.98648438,8566
34,2004,357318.5194,43.65896722,10917
35,2004,421374.1471,39.44316289,58698
36,2004,466046.8467,39.20994254,911
37,2004,420403.3353,38.32745593,3732
38,2004,362537.7587,41.63968308,15238
44,2004,380639.2037,43.05048538,1147
45,2004,369473.4103,43.26891127,10348
47,2004,412384.8718,41.1685174,4324
49,2004,356463.5455,44.19705724,926
56,2004,357031.9867,42.55805967,20345
57,2004,334994.2233,46.7656051,41
59,2004,412156.7812,38.11418059,1243
62,2004,403687.3503,39.36023622,142
68,2004,336158.2255,43.60332571,544
72,2004,327062.4519,49.17022353,1168
74,2004,428594.2694,39.05320873,5045
80,2004,408947.86,39.48152031,2214
82,2004,426665.9762,36.97853588,1087
83,2004,424611.9839,39.12376276,8221
84,2004,416045.8681,42.24156394,2028
85,2004,406319.239,39.29637308,1765
86,2004,371907.298,42.39230069,5259
87,2004,399741.0078,40.96762908,5829
89,2004,404691.2958,42.0943634,494
92,2004,399729.3552,40.58304121,2170
93,2004,383921.5921,38.47431646,111136
95,2004,326379.2322,46.81574301,2068
96,2004,406728.0617,41.39872727,4669
101,2004,462370.0815,38.66216865,1302
102,2004,389929.9212,40.83237606,9553
103,2004,413082.0835,39.6283717,2734
104,2004,432410.9577,38.00077926,3661
105,2004,392780.5368,40.61063877,9022
106,2004,390209.0651,40.25861606,14428
107,2004,393662.9956,39.01435311,3165
108,2004,404674.072,38.33221497,628
109,2004,428063.0824,39.8335649,2739
110,2004,430464.6086,40.33057826,3824
111,2004,397199.0381,39.41450969,27007
113,2004,411584.1201,41.16778211,2632
114,2004,383490.5757,40.41740626,9860
119,2004,421067.8834,39.24612938,1627
120,2004,411908.5949,38.88228412,32437
122,2004,477811.542,38.16435438,12262
123,2004,418964.2415,38.52838646,31137
124,2004,417045.2944,38.0789836,30397
125,2004,532270.3969,37.27089961,2391
127,2004,451087.7125,42.05161853,718
128,2004,414421.0338,38.17300426,36587
129,2004,396155.7753,39.39421884,2753
131,2004,413750.3084,38.19582272,49769
132,2004,429238.2942,38.34328011,55716
133,2004,414143.1841,38.44132643,1190
136,2004,428701.2976,38.44467447,141553
137,2004,398599.0918,39.88613181,2749
138,2004,387999.655,41.14706732,2523
139,2004,351017.7589,46.51592357,82
140,2004,395537.9836,40.51947346,17417
141,2004,407702.928,43.25705406,3308
142,2004,334718.218,45.96394061,37
144,2004,397894.4987,43.87104993,577
145,2004,453023.2756,36.74335898,29840
146,2004,437971.734,39.24407862,6672
147,2004,398516.1245,36.43898146,116930
154,2004,336690.7835,46.03632443,1070
232,2004,398058.846,39.92998466,12169
235,2004,393713.2191,38.73240833,119391
238,2004,414368.3779,39.02214321,6803
157,2004,398699.5296,38.8496173,30246
158,2004,410357.4027,38.58976062,20764
159,2004,400217.4425,39.59667029,9702
160,2004,401610.8147,40.11013151,6482
200,2004,480674.4149,40.79851239,29168
204,2004,409851.8671,38.80592265,40914
206,2004,368314.1911,41.65331621,7883
207,2004,334388.8701,43.22737804,10708
208,2004,352883.0136,43.32518816,5780
209,2004,368136.7756,44.62707066,5902
212,2004,371766.1922,44.10855577,4160
231,2004,399302.7399,39.95785357,27579
219,2004,412599.9538,42.14625903,7835
221,2004,397716.3115,39.69979658,32800
222,2004,393549.2615,40.29408577,12295
225,2004,386641.0468,41.01004261,27757
130,2004,426920.4574,39.71695316,996
236,2004,400792.514,40.16420625,14580
233,2004,397715.8843,39.91591166,22541
234,2004,379188.9522,40.41868851,10614
224,2004,402057.7476,39.82280605,8790
217,2004,402898.8682,41.23708366,6212
201,2004,466850.298,37.92223806,127646
90,2004,400629.5404,39.56483298,5860
165,2004,440115.2768,39.14983212,34747
216,2004,386234.7579,40.88793979,9851
48,2004,380713.9325,42.85430356,6015
46,2004,416312.1979,41.6315606,6358
121,2004,408651.6059,38.46425782,75859
214,2004,371798.341,41.1791088,28244
1,2005,543974.6793,38.50702688,87838
2,2005,496254.117,39.08134067,43793
6,2005,444094.6309,38.73996587,573980
16,2005,417130.7341,41.06961462,2852
17,2005,471575.206,36.00995605,474
18,2005,432950.6037,43.56206395,269
24,2005,426107.0331,42.90910179,9204
25,2005,394529.8973,42.28166372,2813
28,2005,426405.2251,41.43687108,7122
29,2005,414897.1113,41.00303899,8710
34,2005,367085.4862,43.89223692,11034
35,2005,435560.3714,39.49903028,59599
36,2005,484962.6505,39.39047712,942
37,2005,435718.91,38.58464952,3764
38,2005,372275.3304,41.77530972,15333
44,2005,394346.5487,43.30978561,1152
45,2005,384453.2675,43.525513,10429
47,2005,424284.5631,41.4828492,4437
49,2005,371574.816,44.68173293,966
56,2005,366616.2165,42.90900255,20440
57,2005,349717.4531,47.46428571,41
59,2005,426462.4287,37.92900801,1273
62,2005,423097.6081,40.055666,136
68,2005,348689.9079,43.8491446,547
72,2005,336292.44,49.47556117,1203
74,2005,439206.3973,39.33858353,5076
80,2005,416674.5007,39.37287082,2276
82,2005,441369.343,37.35998542,1072
83,2005,432880.9505,39.36303689,8410
84,2005,419273.8073,42.67038241,2041
85,2005,417278.8433,39.76928091,1785
86,2005,381321.2713,42.66272331,5328
87,2005,415847.0473,41.34765372,5829
89,2005,412694.6462,41.99712808,507
92,2005,412590.737,41.02286637,2161
93,2005,395029.2534,38.53719144,112075
95,2005,336294.2566,47.23293534,2061
96,2005,413300.7592,41.65699876,4665
101,2005,477340.6011,38.76451996,1337
102,2005,398650.8333,41.00975768,9634
103,2005,424866.7665,39.87489831,2715
104,2005,433970.3986,37.90748682,3748
105,2005,401586.857,40.66241804,9480
106,2005,405593.7426,40.39859717,14539
107,2005,411801.1418,39.0521794,3179
108,2005,423257.2495,38.75731994,620
109,2005,440885.6721,39.96784345,2768
110,2005,435431.3995,40.49374042,3873
111,2005,409185.0972,39.7095246,27107
113,2005,428729.5395,41.60912199,2674
114,2005,391668.8231,40.50677796,9909
119,2005,439588.8253,39.43540745,1627
120,2005,425211.3928,39.09628943,32722
122,2005,499208.1659,38.28813843,12497
123,2005,434915.1365,38.60607401,31458
124,2005,430814.3768,38.10897702,30627
125,2005,542779.1521,37.95121576,2441
127,2005,462725.0604,42.08997879,712
128,2005,431334.2288,38.23366212,37052
129,2005,409892.5276,39.76149031,2759
131,2005,428785.3215,38.35254432,50448
132,2005,446100.4524,38.58254602,56027
133,2005,428416.6414,38.83719014,1158
136,2005,441404.3316,38.55938064,143342
137,2005,411747.6616,40.03585876,2767
138,2005,415627.8651,41.45292871,2542
139,2005,354785.6341,47.87261146,82
140,2005,407747.9243,40.7702394,17525
141,2005,416375.6978,43.74798211,3364
142,2005,339767.4359,46.35666347,42
144,2005,407786.1455,44.78953233,587
145,2005,469845.0803,36.93334733,30264
146,2005,451122.3785,39.30176467,6768
147,2005,414950.1782,36.5068073,118115
154,2005,346254.0863,46.58545315,1064
232,2005,411992.1719,40.26822398,12171
235,2005,408276.2449,38.86229792,120407
238,2005,429210.1755,39.20686178,6889
157,2005,414534.2605,39.10848078,30215
158,2005,424696.8125,38.73259953,20955
159,2005,413383.2417,39.76081579,9796
160,2005,406517.7535,40.52612123,6560
200,2005,502993.104,41.06051924,29422
204,2005,422014.3662,39.0087826,41451
206,2005,379551.6536,41.77477999,7971
207,2005,345919.794,43.52493749,10643
208,2005,362019.4319,43.52267472,5730
209,2005,378538.3015,45.03984738,5907
212,2005,384206.2822,44.45720066,4158
231,2005,412348.0623,40.06437282,27873
219,2005,427637.0918,42.38311246,7942
221,2005,408090.6477,39.95307929,32971
222,2005,406289.9825,40.54668564,12384
225,2005,398693.4907,41.35824142,27835
130,2005,437327.7868,40.12169955,1001
236,2005,410923.4345,40.37038684,14592
233,2005,414333.77,40.20582374,22540
234,2005,396460.0295,40.77993891,10631
224,2005,419178.1671,39.89956475,8836
217,2005,416616.2639,41.27679694,6318
201,2005,480544.8199,38.16393448,128517
90,2005,411874.8221,39.75139201,5959
165,2005,453257.2649,39.34526093,35322
216,2005,400605.5249,41.15311504,9811
48,2005,396018.9784,43.06700403,6073
46,2005,437345.033,41.92474193,6332
121,2005,420149.8942,38.73953655,76360
214,2005,382591.795,41.4392872,28371
1,2006,560237.3494,38.63099199,89455
2,2006,517722.0591,39.14890974,44346
6,2006,465635.8233,38.76208523,576006
16,2006,428923.4183,41.26277257,2894
17,2006,478491.4344,36.00154456,464
18,2006,441384.2194,43.19737021,279
24,2006,441676.4556,43.19867183,9236
25,2006,405699.4639,42.65613993,2830
28,2006,447260.7896,41.68829629,7146
29,2006,431116.5894,40.91177898,8827
34,2006,389021.3738,44.02669219,10998
35,2006,452793.4491,39.51594326,60350
36,2006,509102.4459,39.68544755,972
37,2006,453976.0955,38.65619562,3781
38,2006,391407.4733,41.97114326,15353
44,2006,424041.2043,43.37435774,1152
45,2006,395240.6699,43.60064617,10547
47,2006,441591.8696,41.61826416,4524
49,2006,387006.3808,45.0565607,957
56,2006,381609.7872,43.26542605,20505
57,2006,360838.1184,48.21311475,40
59,2006,454630.1773,38.19697734,1261
62,2006,468659.2378,40.85882353,138
68,2006,370842.9649,44.24952942,543
72,2006,347393.1954,49.57064065,1189
74,2006,456810.8363,39.2300257,5124
80,2006,440052.6709,39.73197092,2325
82,2006,471462.671,37.26282495,1072
83,2006,454851.7248,39.68660165,8542
84,2006,442816.5104,42.98174937,2082
85,2006,430045.3863,39.84439806,1807
86,2006,397437.6634,42.81129709,5354
87,2006,440572.8816,41.48938298,5867
89,2006,445847.7735,42.05983142,505
92,2006,438948.3758,41.15597864,2212
93,2006,412588.8055,38.62934536,112891
95,2006,360777.3239,47.40968396,2081
96,2006,439679.6802,41.88249431,4673
101,2006,519834.0197,39.10672771,1341
102,2006,416510.6786,41.36473956,9581
103,2006,442295.8031,40.06185744,2724
104,2006,456298.4412,38.24480027,3741
105,2006,417947.5724,40.72164942,9531
106,2006,426917.5573,40.5665636,14626
107,2006,438271.7142,39.48980947,3174
108,2006,447944.2444,38.85268125,615
109,2006,463542.0439,40.08345296,2791
110,2006,452592.7901,40.83861348,3907
111,2006,429747.9382,40.01843508,27122
113,2006,435883.8973,41.92200824,2680
114,2006,409640.15,40.64193476,10027
119,2006,462159.3451,39.53533277,1656
120,2006,446093.4674,39.29151292,32937
122,2006,520894.9417,38.36874424,12814
123,2006,454517.3205,38.7639766,31707
124,2006,455385.6548,38.25714805,30801
125,2006,583613.2725,38.20492104,2491
127,2006,536441.3576,41.74977033,714
128,2006,448841.883,38.2596929,37745
129,2006,434888.6188,39.67303046,2736
131,2006,448148.0185,38.47042534,50974
132,2006,470175.6288,38.80011023,56467
133,2006,493153.8026,39.2117108,1129
136,2006,464306.4252,38.67554536,145318
137,2006,429328.4608,40.12504075,2773
138,2006,431041.3144,41.68944146,2552
139,2006,341903.1404,47.35802469,84
140,2006,422415.1953,40.9526911,17661
141,2006,431517.5628,44.34335284,3430
142,2006,355701.7743,46.65653423,41
144,2006,434618.6283,46.03981153,587
145,2006,488384.4893,37.13589974,30719
146,2006,468751.1636,39.40840901,6861
147,2006,433638.2878,36.64233901,119021
154,2006,364214.9447,47.49846222,1055
232,2006,433622.2169,40.53941154,12147
235,2006,421262.2868,39.00416064,121731
238,2006,449827.2323,39.3095471,6950
157,2006,431164.368,39.26131494,30466
158,2006,445113.7876,38.74614152,21121
159,2006,434736.0395,40.02138599,9827
160,2006,421369.1205,40.77198681,6653
200,2006,519875.432,41.24639557,29641
204,2006,441935.0594,39.10716323,41852
206,2006,393447.7942,41.98721286,8016
207,2006,356638.4411,43.7440431,10611
208,2006,371155.941,43.88600705,5699
209,2006,398194.4367,45.4934561,5913
212,2006,400553.8432,44.93272292,4187
231,2006,429845.7613,40.28159953,27988
219,2006,458453.3712,42.59069814,8042
221,2006,426399.3908,40.20241613,33017
222,2006,430551.0001,40.79622617,12441
225,2006,423518.9369,41.71880239,27786
130,2006,460641.3067,40.06329808,1002
236,2006,432272.7344,40.60952635,14585
233,2006,429722.128,40.57718044,22586
234,2006,414507.4987,41.10850207,10641
224,2006,437554.8009,40.00204691,9007
217,2006,443802.2506,41.49390422,6360
201,2006,496413.2807,38.36214421,129877
90,2006,434825.78,39.8597838,6044
165,2006,471854.4149,39.4864607,35953
216,2006,427755.0489,41.35036951,9795
48,2006,412461.7282,43.32499467,6059
46,2006,447959.7457,42.07281667,6455
121,2006,441292.3553,39.02228131,76724
214,2006,399964.6209,41.7461634,28578
1,2007,585434.9098,38.81752502,90270
2,2007,538400.6947,39.26576489,44766
6,2007,490194.2046,38.74108669,577224
16,2007,488071.2155,41.52803476,2889
17,2007,519510.201,35.72397215,473
18,2007,468903.2931,43.51766875,280
24,2007,462721.7356,43.59838941,9277
25,2007,424969.2334,43.06126673,2868
28,2007,463086.205,41.87357672,7255
29,2007,456606.9523,41.0802643,8924
34,2007,397366.1898,44.17872893,11052
35,2007,474651.9615,39.59738021,61059
36,2007,534507.6258,39.55440932,998
37,2007,476928.2442,38.6212293,3826
38,2007,403982.8392,41.91182798,15420
44,2007,424007.4219,43.68914836,1142
45,2007,408479.8285,43.79619683,10674
47,2007,457968.3546,41.91427092,4563
49,2007,390346.223,45.5008895,959
56,2007,392068.3811,43.58465311,20521
57,2007,365403.6506,48.99,40
59,2007,464625.1451,38.25233632,1263
62,2007,738097.3073,41.33661417,141
68,2007,399149.6657,44.56639216,541
72,2007,363115.9243,49.92538823,1160
74,2007,480987.9132,39.27254193,5186
80,2007,456029.472,39.62328734,2339
82,2007,499869.6522,37.35828975,1070
83,2007,469073.5137,39.67027813,8698
84,2007,463350.5527,43.12211314,2134
85,2007,450446.5912,39.98583157,1834
86,2007,418635.813,43.1922267,5475
87,2007,455420.0546,41.56566489,5905
89,2007,463119.4106,42.28859742,504
92,2007,445008.2913,41.34703517,2237
93,2007,427554.0191,38.73941323,113500
95,2007,373984.1099,47.54317393,2036
96,2007,458821.0987,42.2054467,4675
101,2007,542645.65,39.40825495,1335
102,2007,428438.813,41.56610612,9583
103,2007,452536.4309,40.2457808,2725
104,2007,470741.3024,38.51953706,3735
105,2007,433756.2097,40.87125102,9614
106,2007,440106.083,40.661016,14766
107,2007,454711.9798,39.56271182,3137
108,2007,471180.4936,39.02908983,614
109,2007,480045.1471,40.22502744,2805
110,2007,469929.5334,41.10799842,3937
111,2007,449249.6735,40.28839932,27212
113,2007,467023.8481,41.88250867,2707
114,2007,425795.406,40.67262846,10100
119,2007,489931.6105,39.89926666,1650
120,2007,466771.4843,39.45937986,33199
122,2007,542193.4474,38.43870306,13059
123,2007,471963.559,38.90615805,32095
124,2007,468900.2064,38.327502,31194
125,2007,607937.9097,38.40191434,2638
127,2007,521347.6041,41.68623153,718
128,2007,468829.5836,38.21039389,38353
129,2007,449038.2968,39.79894138,2732
131,2007,475035.4541,38.65795506,51283
132,2007,489334.2805,38.98111255,57002
133,2007,515632.4125,39.92567218,1129
136,2007,486262.9914,38.75373681,146953
137,2007,450057.1678,40.29729294,2787
138,2007,460422.6242,41.87196222,2556
139,2007,353112.0123,47.18125,83
140,2007,452255.582,41.11098368,17758
141,2007,537132.0621,44.80716169,3513
142,2007,377256.0287,46.53212324,39
144,2007,438459.7993,46.1414478,606
145,2007,511407.6482,37.40473763,30958
146,2007,489938.2867,39.68137834,6930
147,2007,451698.2459,36.76178225,119815
154,2007,377309.3934,48.02136231,1033
232,2007,452117.693,40.95421067,12127
235,2007,440073.7779,39.11937171,122796
238,2007,467896.3453,39.43122174,7042
157,2007,450469.3841,39.43113588,30642
158,2007,468587.684,38.86007092,21384
159,2007,459963.4341,40.09053589,9860
160,2007,444641.1128,41.08484653,6699
200,2007,547009.6347,41.49333885,29648
204,2007,458393.1896,39.14519529,42478
206,2007,433950.3025,42.47662087,8032
207,2007,367601.9791,43.81208534,10605
208,2007,385594.3611,43.9785238,5690
209,2007,408086.2558,45.90311367,5944
212,2007,431600.4346,45.34592849,4243
231,2007,450107.5102,40.56289434,28122
219,2007,470792.8467,42.74344382,8115
221,2007,440369.4309,40.51170694,33093
222,2007,446432.2971,41.0046793,12417
225,2007,432615.2282,42.01151327,27812
130,2007,473108.0764,40.01039625,999
236,2007,449282.0537,40.72933893,14601
233,2007,444635.4185,40.80758262,22639
234,2007,428415.2517,41.21457304,10703
224,2007,459250.4838,39.98333177,9101
217,2007,456079.2706,41.65844455,6444
201,2007,519654.2286,38.56115371,130531
90,2007,445781.396,40.03195721,6060
165,2007,490014.6837,39.65225912,36519
216,2007,443626.9184,41.53360346,9824
48,2007,421922.8985,43.5374171,6112
46,2007,471577.8238,42.32602921,6567
121,2007,459900.1604,39.2597702,77050
214,2007,425597.3603,41.94855448,28739
1,2008,591599.5112,39.06459271,90960
2,2008,545467.03,39.48403618,44839
6,2008,495972.4642,38.68946849,579189
16,2008,462596.925,42.06934629,2900
17,2008,508428.6153,36.42797425,473
18,2008,469342.6246,43.64768567,283
24,2008,459104.9391,43.82308902,9364
25,2008,431106.3687,43.10050562,2916
28,2008,465372.0069,41.9081809,7334
29,2008,447096.169,41.30275549,8972
34,2008,400364.7675,44.37620599,11028
35,2008,474740.1065,39.68305178,61838
36,2008,544033.2637,39.41475051,1032
37,2008,473466.8858,38.78393897,3858
38,2008,414866.4295,41.99060608,15567
44,2008,424943.2966,43.89858055,1126
45,2008,413321.5059,43.95744522,10789
47,2008,447923.1788,42.04599973,4622
49,2008,387455.3595,46.05946286,965
56,2008,400548.5678,43.86459294,20525
57,2008,382416.3583,49.30478589,36
59,2008,470178.3173,38.03985052,1246
62,2008,544501.5652,42.86309524,137
68,2008,380500.6047,45.19115727,549
72,2008,375016.7626,49.75892601,1123
74,2008,491154.4352,39.459194,5223
80,2008,469852.0884,39.69448756,2372
82,2008,484575.8672,37.52808722,1081
83,2008,481894.3363,39.69480605,8749
84,2008,463218.8768,43.47361759,2176
85,2008,455075.8943,40.38945995,1854
86,2008,430572.6711,43.30373748,5523
87,2008,458668.7322,41.69598697,5957
89,2008,482873.3913,42.46755331,508
92,2008,450534.42,41.71668585,2236
93,2008,433877.9705,38.84102578,114124
95,2008,376489.4564,48.1752808,2024
96,2008,461157.2475,42.53558835,4690
101,2008,539114.6246,39.56876128,1373
102,2008,446352.9457,41.76491486,9586
103,2008,458444.2637,40.39544359,2722
104,2008,483499.7903,38.8210026,3762
105,2008,447458.4006,41.11992629,9661
106,2008,449142.7048,40.76751946,14855
107,2008,459949.8958,39.86832988,3159
108,2008,464274.2488,38.82730471,619
109,2008,482380.7538,40.52285511,2805
110,2008,487715.4547,41.43001439,3975
111,2008,446700.9527,40.44863166,27367
113,2008,458386.617,42.0579673,2709
114,2008,435549.0416,40.77363159,10113
119,2008,481327.101,40.35850568,1676
120,2008,471798.6122,39.61992814,33547
122,2008,548126.691,38.45172911,13322
123,2008,485706.0539,39.04084055,32338
124,2008,481183.7623,38.44829803,31450
125,2008,620625.5878,38.53999864,2693
127,2008,516333.0716,42.10125581,728
128,2008,473812.9498,38.28574036,38802
129,2008,437793.8157,40.06072602,2729
131,2008,470868.2099,38.75044571,51820
132,2008,486616.549,39.15663334,57606
133,2008,514667.2937,40.22148061,1108
136,2008,493022.2813,38.87444654,148473
137,2008,450875.196,40.51186899,2810
138,2008,452783.3604,42.14581407,2584
139,2008,337108.3374,47.10828025,83
140,2008,449380.6514,41.22638365,17870
141,2008,474499.8936,45.22769124,3560
142,2008,388510.0986,46.64237452,38
144,2008,479667.8442,45.57724217,610
145,2008,509525.2455,37.54903882,31557
146,2008,496585.3252,39.90096696,6976
147,2008,455041.7879,36.79770223,120991
154,2008,364209.3856,48.52268911,1024
232,2008,449833.7412,41.27295326,12131
235,2008,444606.2512,39.20947352,123734
238,2008,469901.3417,39.49325247,7165
157,2008,455367.4632,39.56232259,30828
158,2008,472114.3976,38.88518548,21686
159,2008,460426.1499,40.11818465,10051
160,2008,452332.0931,41.32000203,6724
200,2008,546774.4668,41.76322968,29705
204,2008,461842.9015,39.20181459,42905
206,2008,421045.7077,42.76083295,8047
207,2008,380985.4654,43.92519413,10580
208,2008,385606.8445,44.28147906,5650
209,2008,407298.1646,46.11389293,5940
212,2008,421337.5198,45.63246555,4262
231,2008,464206.1861,40.69386913,28200
219,2008,475626.0697,43.00349995,8122
221,2008,443924.3044,40.69394347,33173
222,2008,442473.4114,41.3047163,12543
225,2008,438594.4953,42.28417905,27885
130,2008,494420.8092,40.18326206,1004
236,2008,445608.6118,41.03116197,14687
233,2008,450775.4312,41.14321074,22830
234,2008,423038.8872,41.46571952,10719
224,2008,465957.3029,40.03786309,9284
217,2008,467136.0904,42.05663457,6506
201,2008,527831.9936,38.77600166,131323
90,2008,463380.4224,40.00972063,6113
165,2008,493649.6403,39.88720426,36931
216,2008,436493.1168,41.75104768,9879
48,2008,421112.8379,43.73905344,6160
46,2008,470752.9668,42.54843449,6661
121,2008,469707.9622,39.47850399,77529
214,2008,432826.6258,42.12829958,28928
1,2009,585474.198,39.30581053,92139
2,2009,544652.1507,39.67385524,45240
6,2009,491049.33,38.59953396,582777
16,2009,457878.3089,42.2291493,2921
17,2009,501040.0153,36.83212459,468
18,2009,465870.7172,44.22825543,282
24,2009,454425.4214,44.25618387,9402
25,2009,432971.4232,43.19583178,2928
28,2009,463577.9893,42.27608719,7447
29,2009,452394.4904,41.54536635,8993
34,2009,401565.4318,44.53565344,11007
35,2009,472229.513,39.82477923,62437
36,2009,540706.9832,39.13481238,1061
37,2009,474247.3676,38.97827084,3862
38,2009,412917.5243,42.10288706,15689
44,2009,411873.82,44.04222844,1126
45,2009,408019.023,44.07474876,10953
47,2009,446200.8968,42.27252031,4650
49,2009,381539.2366,46.36258973,951
56,2009,398792.1537,44.11028715,20540
57,2009,386816.9665,49.30622618,38
59,2009,460734.8703,37.74661384,1254
62,2009,457881.308,43.21649485,134
68,2009,395781.1254,45.59970782,543
72,2009,372505.0723,50.23127019,1151
74,2009,481025.3983,39.56893805,5295
80,2009,461825.7624,39.93462927,2402
82,2009,491739.98,37.89689629,1074
83,2009,480323.0112,39.80439532,8874
84,2009,464165.8064,43.86542309,2198
85,2009,462808.1505,40.73845515,1896
86,2009,434619.0387,43.53007646,5495
87,2009,450661.9457,41.91299009,5959
89,2009,473952.6429,42.48270644,509
92,2009,446477.6399,41.91251854,2246
93,2009,432582.4148,38.91637942,114946
95,2009,364772.512,48.66722062,2005
96,2009,461002.3136,42.89471771,4666
101,2009,520417.2815,39.6059077,1407
102,2009,429865.4285,41.84360121,9760
103,2009,442384.4003,40.67177964,2727
104,2009,472646.5972,39.14091873,3801
105,2009,408101.0967,41.38952634,9641
106,2009,454085.4596,40.82393121,14951
107,2009,431809.0114,40.11351765,3174
108,2009,463404.163,38.87802871,625
109,2009,473086.4511,40.59824455,2859
110,2009,475878.8104,41.70031474,4007
111,2009,434030.8694,40.72470641,27428
113,2009,447672.2214,42.28452452,2740
114,2009,430369.5531,41.01048715,10135
119,2009,472093.3676,40.61883163,1701
120,2009,459370.3025,39.79234462,33624
122,2009,542337.839,38.64833784,13544
123,2009,475415.6846,39.15013505,32618
124,2009,469119.1755,38.53599795,31608
125,2009,600042.7522,38.68800999,2727
127,2009,497625.0066,42.68700228,734
128,2009,465946.8876,38.2903388,39352
129,2009,425537.5321,40.28667274,2727
131,2009,457557.0355,38.84697784,52421
132,2009,470963.0957,39.30063049,58159
133,2009,470846.3182,40.80531813,1086
136,2009,486426.5194,39.00811591,150045
137,2009,444292.0958,40.69108533,2843
138,2009,432387.1981,42.40617082,2574
139,2009,362696.6481,47.47826087,84
140,2009,438375.0813,41.48872078,17955
141,2009,448100.5095,45.78655636,3579
142,2009,385970.2397,47.18005404,38
